NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:12:03
DATA_INCLUDED	Angular Velocity
DATA_TYPES	KL_Angular_Velocity

Frame	Time	KL_Angular_Velocity	
163	1.62000	0.000
164	1.63000	0.000
165	1.64000	0.000
166	1.65000	0.000
167	1.66000	0.000
168	1.67000	0.000
169	1.68000	0.000
170	1.69000	0.000
171	1.70000	29.519
172	1.71000	20.803
173	1.72000	13.594
174	1.73000	7.890
175	1.74000	3.693
176	1.75000	1.002
177	1.76000	3.864
178	1.77000	6.639
179	1.78000	6.992
180	1.79000	5.659
181	1.80000	2.915
182	1.81000	-2.974
183	1.82000	-8.484
184	1.83000	-10.602
185	1.84000	-12.692
186	1.85000	-14.815
187	1.86000	-15.979
188	1.87000	-16.655
189	1.88000	-17.543
190	1.89000	-18.444
191	1.90000	-19.408
192	1.91000	-20.150
193	1.92000	-20.463
194	1.93000	-20.232
195	1.94000	-19.839
196	1.95000	-19.695
197	1.96000	-20.170
198	1.97000	-21.718
199	1.98000	-24.039
200	1.99000	-26.527
201	2.00000	-29.343
202	2.01000	-32.392
203	2.02000	-35.394
204	2.03000	-38.125
205	2.04000	-40.127
206	2.05000	-41.342
207	2.06000	-41.936
208	2.07000	-41.905
209	2.08000	-41.239
210	2.09000	-40.377
211	2.10000	-39.969
212	2.11000	-39.766
213	2.12000	-39.337
214	2.13000	-38.735
215	2.14000	-37.766
216	2.15000	-36.829
217	2.16000	-36.379
218	2.17000	-36.535
219	2.18000	-37.543
220	2.19000	-39.315
221	2.20000	-41.398
222	2.21000	-42.926
223	2.22000	-43.931
224	2.23000	-45.391
225	2.24000	-47.138
226	2.25000	-48.742
227	2.26000	-49.794
228	2.27000	-50.593
229	2.28000	-51.567
230	2.29000	-52.899
231	2.30000	-54.744
232	2.31000	-57.105
233	2.32000	-60.101
234	2.33000	-63.315
235	2.34000	-66.384
236	2.35000	-69.587
237	2.36000	-73.437
238	2.37000	-78.620
239	2.38000	-85.137
240	2.39000	-91.572
241	2.40000	-96.108
242	2.41000	-97.844
243	2.42000	-97.042
244	2.43000	-95.060
245	2.44000	-94.024
246	2.45000	-95.116
247	2.46000	-98.110
248	2.47000	-101.873
249	2.48000	-104.835
250	2.49000	-105.681
251	2.50000	-104.334
252	2.51000	-101.812
253	2.52000	-99.267
254	2.53000	-97.719
255	2.54000	-97.504
256	2.55000	-98.019
257	2.56000	-98.394
258	2.57000	-97.875
259	2.58000	-96.426
260	2.59000	-94.716
261	2.60000	-93.442
262	2.61000	-92.541
263	2.62000	-91.672
264	2.63000	-90.914
265	2.64000	-90.338
266	2.65000	-90.035
267	2.66000	-89.860
268	2.67000	-89.572
269	2.68000	-89.374
270	2.69000	-89.268
271	2.70000	-89.091
272	2.71000	-88.472
273	2.72000	-87.381
274	2.73000	-86.053
275	2.74000	-84.517
276	2.75000	-82.956
277	2.76000	-81.136
278	2.77000	-79.142
279	2.78000	-77.316
280	2.79000	-75.623
281	2.80000	-73.983
282	2.81000	-72.033
283	2.82000	-69.517
284	2.83000	-66.652
285	2.84000	-63.855
286	2.85000	-61.391
287	2.86000	-59.273
288	2.87000	-57.601
289	2.88000	-56.400
290	2.89000	-55.645
291	2.90000	-55.269
292	2.91000	-54.885
293	2.92000	-54.426
294	2.93000	-53.734
295	2.94000	-52.618
296	2.95000	-51.273
297	2.96000	-49.616
298	2.97000	-47.692
299	2.98000	-45.900
300	2.99000	-44.488
301	3.00000	-43.457
302	3.01000	-42.763
303	3.02000	-42.420
304	3.03000	-42.277
305	3.04000	-42.287
306	3.05000	-42.249
307	3.06000	-41.570
308	3.07000	-39.848
309	3.08000	-36.992
310	3.09000	-32.704
311	3.10000	-26.722
312	3.11000	-19.305
313	3.12000	-11.099
314	3.13000	-2.823
315	3.14000	5.082
316	3.15000	12.131
317	3.16000	17.313
318	3.17000	20.000
319	3.18000	20.231
320	3.19000	18.552
321	3.20000	15.610
322	3.21000	11.781
323	3.22000	7.676
324	3.23000	4.328
325	3.24000	2.754
326	3.25000	2.267
327	3.26000	1.107
328	3.27000	-1.639
329	3.28000	-5.750
330	3.29000	-10.575
331	3.30000	-15.696
332	3.31000	-20.597
333	3.32000	-24.312
334	3.33000	-26.002
335	3.34000	-25.418
336	3.35000	-23.172
337	3.36000	-20.044
338	3.37000	-16.654
339	3.38000	-13.253
340	3.39000	-9.972
341	3.40000	-7.135
342	3.41000	-4.866
343	3.42000	-3.091
344	3.43000	-1.869
345	3.44000	-1.286
346	3.45000	-0.866
347	3.46000	-0.408
348	3.47000	-0.247
349	3.48000	-0.393
350	3.49000	-0.680
351	3.50000	-1.089
352	3.51000	-1.581
353	3.52000	-1.856
354	3.53000	-1.854
355	3.54000	-1.822
356	3.55000	-1.602
357	3.56000	-1.252
358	3.57000	-0.925
359	3.58000	-0.613
360	3.59000	-0.248
361	3.60000	0.138
362	3.61000	0.522
363	3.62000	1.075
364	3.63000	1.661
365	3.64000	2.173
366	3.65000	2.745
367	3.66000	3.129
368	3.67000	3.176
369	3.68000	3.043
370	3.69000	2.793
371	3.70000	2.398
372	3.71000	1.922
373	3.72000	1.525
374	3.73000	1.160
375	3.74000	0.890
376	3.75000	0.843
377	3.76000	0.758
378	3.77000	0.689
379	3.78000	0.773
380	3.79000	0.757
381	3.80000	0.703
382	3.81000	0.726
383	3.82000	0.835
384	3.83000	0.949
385	3.84000	1.161
386	3.85000	1.537
387	3.86000	1.906
388	3.87000	2.389
389	3.88000	2.893
390	3.89000	3.025
391	3.90000	2.881
392	3.91000	2.308
393	3.92000	1.381
394	3.93000	0.574
395	3.94000	0.258
396	3.95000	0.699
397	3.96000	2.079
398	3.97000	4.396
399	3.98000	7.026
400	3.99000	9.307
401	4.00000	11.196
402	4.01000	12.518
403	4.02000	13.298
404	4.03000	13.667
405	4.04000	13.563
406	4.05000	13.268
407	4.06000	13.020
408	4.07000	12.855
409	4.08000	12.362
410	4.09000	11.620
411	4.10000	11.148
412	4.11000	11.201
413	4.12000	11.898
414	4.13000	13.229
415	4.14000	15.137
416	4.15000	17.650
417	4.16000	20.673
418	4.17000	24.083
419	4.18000	27.507
420	4.19000	30.618
421	4.20000	33.446
422	4.21000	36.053
423	4.22000	38.628
424	4.23000	41.233
425	4.24000	43.744
426	4.25000	46.254
427	4.26000	48.932
428	4.27000	51.959
429	4.28000	55.212
430	4.29000	58.355
431	4.30000	61.416
432	4.31000	64.563
433	4.32000	67.812
434	4.33000	70.819
435	4.34000	73.571
436	4.35000	76.309
437	4.36000	78.972
438	4.37000	81.640
439	4.38000	84.062
440	4.39000	86.050
441	4.40000	87.824
442	4.41000	89.491
443	4.42000	91.207
444	4.43000	92.766
445	4.44000	94.331
446	4.45000	96.244
447	4.46000	98.451
448	4.47000	100.722
449	4.48000	102.674
450	4.49000	104.198
451	4.50000	105.244
452	4.51000	105.719
453	4.52000	106.001
454	4.53000	106.056
455	4.54000	105.881
456	4.55000	105.951
457	4.56000	106.369
458	4.57000	107.094
459	4.58000	107.812
460	4.59000	108.667
461	4.60000	109.881
462	4.61000	110.873
463	4.62000	111.637
464	4.63000	111.962
465	4.64000	111.694
466	4.65000	111.466
467	4.66000	111.391
468	4.67000	111.417
469	4.68000	111.606
470	4.69000	112.482
471	4.70000	114.073
472	4.71000	115.563
473	4.72000	116.870
474	4.73000	117.976
475	4.74000	118.954
476	4.75000	120.172
477	4.76000	121.019
478	4.77000	121.342
479	4.78000	121.147
480	4.79000	119.937
481	4.80000	117.905
482	4.81000	115.404
483	4.82000	112.647
484	4.83000	109.799
485	4.84000	106.716
486	4.85000	103.241
487	4.86000	99.257
488	4.87000	95.055
489	4.88000	90.262
490	4.89000	84.466
491	4.90000	78.478
492	4.91000	72.490
493	4.92000	66.608
494	4.93000	61.100
495	4.94000	55.709
496	4.95000	50.388
497	4.96000	45.418
498	4.97000	40.850
499	4.98000	36.583
500	4.99000	32.050
501	5.00000	27.722
502	5.01000	24.391
503	5.02000	21.112
504	5.03000	15.800
505	5.04000	11.483
506	5.05000	10.189
507	5.06000	9.267
508	5.07000	8.579
509	5.08000	8.276
510	5.09000	7.976
511	5.10000	8.050
512	5.11000	8.483
513	5.12000	7.435
514	5.13000	3.896
515	5.14000	1.924
516	5.15000	1.479
517	5.16000	-0.257
518	5.17000	-2.178
519	5.18000	-4.128
520	5.19000	-5.872
521	5.20000	-7.284
522	5.21000	-8.098
523	5.22000	-8.204
524	5.23000	-7.566
525	5.24000	-5.846
526	5.25000	-3.649
527	5.26000	-1.265
528	5.27000	1.172
529	5.28000	3.241
530	5.29000	4.927
531	5.30000	6.107
532	5.31000	7.456
533	5.32000	7.160
534	5.33000	4.597
535	5.34000	1.771
536	5.35000	-0.868
537	5.36000	-2.721
538	5.37000	-3.207
539	5.38000	-2.441
540	5.39000	-0.703
541	5.40000	1.722
542	5.41000	4.445
543	5.42000	5.088
544	5.43000	3.840
545	5.44000	3.035
546	5.45000	2.501
547	5.46000	2.130
548	5.47000	2.058
549	5.48000	2.087
550	5.49000	1.802
551	5.50000	1.349
552	5.51000	0.558
553	5.52000	-0.792
554	5.53000	-2.225
555	5.54000	-3.454
556	5.55000	-4.488
557	5.56000	-5.291
558	5.57000	-5.739
559	5.58000	-5.812
560	5.59000	-5.755
561	5.60000	-5.655
562	5.61000	-5.806
563	5.62000	-6.304
564	5.63000	-7.104
565	5.64000	-8.106
566	5.65000	-8.903
567	5.66000	-9.424
568	5.67000	-9.548
569	5.68000	-9.291
570	5.69000	-8.737
571	5.70000	-7.861
572	5.71000	-6.667
573	5.72000	-5.390
574	5.73000	-4.373
575	5.74000	-3.559
576	5.75000	-2.790
577	5.76000	-2.187
578	5.77000	-2.099
579	5.78000	-2.573
580	5.79000	-3.689
581	5.80000	-5.336
582	5.81000	-7.220
583	5.82000	-9.269
584	5.83000	-11.165
585	5.84000	-12.538
586	5.85000	-13.020
587	5.86000	-12.748
588	5.87000	-12.322
589	5.88000	-11.858
590	5.89000	-11.657
591	5.90000	-11.806
592	5.91000	-12.261
593	5.92000	-12.962
594	5.93000	-13.782
595	5.94000	-15.114
596	5.95000	-17.015
597	5.96000	-19.421
598	5.97000	-21.816
599	5.98000	-23.807
600	5.99000	-25.315
601	6.00000	-26.447
602	6.01000	-28.124
603	6.02000	-30.773
604	6.03000	-34.526
605	6.04000	-39.367
606	6.05000	-44.357
607	6.06000	-48.482
608	6.07000	-51.084
609	6.08000	-52.719
610	6.09000	-54.239
611	6.10000	-55.708
612	6.11000	-57.493
613	6.12000	-59.755
614	6.13000	-62.363
615	6.14000	-65.619
616	6.15000	-69.873
617	6.16000	-74.792
618	6.17000	-79.506
619	6.18000	-83.118
620	6.19000	-84.765
621	6.20000	-83.709
622	6.21000	-80.282
623	6.22000	-76.066
624	6.23000	-72.779
625	6.24000	-71.541
626	6.25000	-72.472
627	6.26000	-74.580
628	6.27000	-76.494
629	6.28000	-77.598
630	6.29000	-78.241
631	6.30000	-79.171
632	6.31000	-80.536
633	6.32000	-82.353
634	6.33000	-84.500
635	6.34000	-86.440
636	6.35000	-88.065
637	6.36000	-89.601
638	6.37000	-91.024
639	6.38000	-92.392
640	6.39000	-93.933
641	6.40000	-95.666
642	6.41000	-97.374
643	6.42000	-98.880
644	6.43000	-99.991
645	6.44000	-100.813
646	6.45000	-101.806
647	6.46000	-103.114
648	6.47000	-104.370
649	6.48000	-105.006
650	6.49000	-105.008
651	6.50000	-104.545
652	6.51000	-103.854
653	6.52000	-102.980
654	6.53000	-101.313
655	6.54000	-98.859
656	6.55000	-96.090
657	6.56000	-93.692
658	6.57000	-92.206
659	6.58000	-91.325
660	6.59000	-90.659
661	6.60000	-89.968
662	6.61000	-89.251
663	6.62000	-88.362
664	6.63000	-87.043
665	6.64000	-85.475
666	6.65000	-83.754
667	6.66000	-82.023
668	6.67000	-80.346
669	6.68000	-78.439
670	6.69000	-76.476
671	6.70000	-74.882
672	6.71000	-73.795
673	6.72000	-73.010
674	6.73000	-72.360
675	6.74000	-71.820
676	6.75000	-71.296
677	6.76000	-70.724
678	6.77000	-70.077
679	6.78000	-69.387
680	6.79000	-68.755
681	6.80000	-68.022
682	6.81000	-66.984
683	6.82000	-65.682
684	6.83000	-64.147
685	6.84000	-62.462
686	6.85000	-60.709
687	6.86000	-58.894
688	6.87000	-57.075
689	6.88000	-55.364
690	6.89000	-53.586
691	6.90000	-51.403
692	6.91000	-48.739
693	6.92000	-45.673
694	6.93000	-41.996
695	6.94000	-37.475
696	6.95000	-32.038
697	6.96000	-25.893
698	6.97000	-19.414
699	6.98000	-12.908
700	6.99000	-6.729
701	7.00000	-1.223
702	7.01000	3.074
703	7.02000	5.872
704	7.03000	7.164
705	7.04000	7.129
706	7.05000	6.134
707	7.06000	4.370
708	7.07000	1.920
709	7.08000	-0.924
710	7.09000	-3.854
711	7.10000	-6.641
712	7.11000	-9.165
713	7.12000	-11.406
714	7.13000	-13.264
715	7.14000	-14.519
716	7.15000	-15.160
717	7.16000	-15.244
718	7.17000	-14.897
719	7.18000	-14.219
720	7.19000	-13.166
721	7.20000	-11.817
722	7.21000	-10.267
723	7.22000	-8.720
724	7.23000	-7.288
725	7.24000	-6.088
726	7.25000	-5.332
727	7.26000	-5.007
728	7.27000	-5.018
729	7.28000	-5.363
730	7.29000	-5.930
731	7.30000	-6.577
732	7.31000	-7.105
733	7.32000	-7.397
734	7.33000	-7.547
735	7.34000	-7.655
736	7.35000	-7.646
737	7.36000	-7.609
738	7.37000	-7.544
739	7.38000	-7.313
740	7.39000	-6.907
741	7.40000	-6.343
742	7.41000	-5.561
743	7.42000	-4.518
744	7.43000	-3.524
745	7.44000	-2.628
746	7.45000	-1.823
747	7.46000	-1.231
748	7.47000	-0.808
749	7.48000	-0.415
750	7.49000	0.036
751	7.50000	0.424
752	7.51000	0.829
753	7.52000	1.224
754	7.53000	1.402
755	7.54000	1.510
756	7.55000	1.531
757	7.56000	1.409
758	7.57000	1.188
759	7.58000	1.099
760	7.59000	1.196
761	7.60000	1.333
762	7.61000	1.625
763	7.62000	1.884
764	7.63000	2.140
765	7.64000	2.585
766	7.65000	3.056
767	7.66000	3.343
768	7.67000	3.520
769	7.68000	3.650
770	7.69000	3.588
771	7.70000	3.360
772	7.71000	2.994
773	7.72000	2.441
774	7.73000	1.901
775	7.74000	1.448
776	7.75000	1.032
777	7.76000	0.694
778	7.77000	0.460
779	7.78000	0.302
780	7.79000	0.155
781	7.80000	0.038
782	7.81000	0.028
783	7.82000	0.083
784	7.83000	0.189
785	7.84000	0.361
786	7.85000	0.710
787	7.86000	1.083
788	7.87000	1.400
789	7.88000	1.737
790	7.89000	1.958
791	7.90000	2.278
792	7.91000	2.796
793	7.92000	3.282
794	7.93000	3.773
795	7.94000	4.367
796	7.95000	4.943
797	7.96000	5.370
798	7.97000	5.693
799	7.98000	5.993
800	7.99000	6.156
801	8.00000	6.298
802	8.01000	6.391
803	8.02000	6.370
804	8.03000	6.400
805	8.04000	6.384
806	8.05000	6.133
807	8.06000	5.754
808	8.07000	5.213
809	8.08000	4.456
810	8.09000	3.469
811	8.10000	2.661
812	8.11000	2.657
813	8.12000	3.829
814	8.13000	6.173
815	8.14000	9.064
816	8.15000	11.822
817	8.16000	14.164
818	8.17000	15.962
819	8.18000	16.965
820	8.19000	17.184
821	8.20000	16.860
822	8.21000	16.363
823	8.22000	16.026
824	8.23000	15.836
825	8.24000	15.556
826	8.25000	15.038
827	8.26000	14.459
828	8.27000	14.236
829	8.28000	14.505
830	8.29000	15.418
831	8.30000	17.086
832	8.31000	19.564
833	8.32000	22.932
834	8.33000	26.992
835	8.34000	31.542
836	8.35000	36.295
837	8.36000	40.894
838	8.37000	45.167
839	8.38000	49.050
840	8.39000	52.518
841	8.40000	55.790
842	8.41000	59.017
843	8.42000	62.259
844	8.43000	65.570
845	8.44000	69.108
846	8.45000	72.859
847	8.46000	76.502
848	8.47000	79.914
849	8.48000	83.140
850	8.49000	85.979
851	8.50000	88.713
852	8.51000	91.451
853	8.52000	94.012
854	8.53000	96.671
855	8.54000	99.449
856	8.55000	102.341
857	8.56000	105.082
858	8.57000	107.851
859	8.58000	111.050
860	8.59000	114.524
861	8.60000	118.107
862	8.61000	121.584
863	8.62000	124.630
864	8.63000	126.835
865	8.64000	128.523
866	8.65000	129.859
867	8.66000	130.311
868	8.67000	130.424
869	8.68000	130.775
870	8.69000	131.238
871	8.70000	131.877
872	8.71000	133.034
873	8.72000	134.480
874	8.73000	135.276
875	8.74000	135.908
876	8.75000	136.432
877	8.76000	136.233
878	8.77000	135.748
879	8.78000	135.273
880	8.79000	134.841
881	8.80000	134.556
882	8.81000	134.622
883	8.82000	134.897
884	8.83000	134.667
885	8.84000	133.826
886	8.85000	132.548
887	8.86000	130.940
888	8.87000	128.850
889	8.88000	126.560
890	8.89000	124.257
891	8.90000	121.241
892	8.91000	117.541
893	8.92000	113.335
894	8.93000	108.441
895	8.94000	102.879
896	8.95000	97.009
897	8.96000	91.061
898	8.97000	84.868
899	8.98000	78.818
900	8.99000	73.105
901	9.00000	66.893
902	9.01000	60.182
903	9.02000	53.649
904	9.03000	47.787
905	9.04000	42.774
906	9.05000	38.448
907	9.06000	34.553
908	9.07000	31.319
909	9.08000	28.721
910	9.09000	26.392
911	9.10000	23.922
912	9.11000	21.202
913	9.12000	18.486
914	9.13000	15.705
915	9.14000	12.569
916	9.15000	9.036
917	9.16000	5.270
918	9.17000	1.784
919	9.18000	-1.108
920	9.19000	-3.435
921	9.20000	-4.620
922	9.21000	-4.502
923	9.22000	-3.083
924	9.23000	-1.327
925	9.24000	0.068
926	9.25000	1.239
927	9.26000	2.057
928	9.27000	3.242
929	9.28000	4.769
930	9.29000	6.898
931	9.30000	8.609
932	9.31000	8.230
933	9.32000	6.247
934	9.33000	2.536
935	9.34000	-2.076
936	9.35000	-6.331
937	9.36000	-9.347
938	9.37000	-9.745
939	9.38000	-7.618
940	9.39000	-3.442
941	9.40000	0.986
942	9.41000	4.336
943	9.42000	7.041
944	9.43000	8.969
945	9.44000	10.509
946	9.45000	11.915
947	9.46000	13.367
948	9.47000	15.215
949	9.48000	17.160
950	9.49000	18.824
951	9.50000	19.988
952	9.51000	19.789
953	9.52000	17.709
954	9.53000	14.243
955	9.54000	10.137
956	9.55000	5.896
957	9.56000	2.164
958	9.57000	-0.370
959	9.58000	-1.713
960	9.59000	-1.976
961	9.60000	-1.512
962	9.61000	-0.843
963	9.62000	-0.099
964	9.63000	0.889
965	9.64000	1.992
966	9.65000	3.129
967	9.66000	4.120
968	9.67000	4.597
969	9.68000	4.428
970	9.69000	3.742
971	9.70000	2.614
972	9.71000	0.821
973	9.72000	-1.239
974	9.73000	-2.949
975	9.74000	-3.284
976	9.75000	-3.756
977	9.76000	-5.135
978	9.77000	-5.455
979	9.78000	-4.399
980	9.79000	-2.214
981	9.80000	0.487
982	9.81000	3.065
983	9.82000	5.601
984	9.83000	7.973
985	9.84000	9.633
986	9.85000	8.656
987	9.86000	5.653
988	9.87000	2.753
989	9.88000	-0.256
990	9.89000	-4.154
991	9.90000	-6.316
992	9.91000	-5.672
993	9.92000	-4.496
994	9.93000	-2.694
995	9.94000	-1.688
996	9.95000	-0.419
997	9.96000	1.114
998	9.97000	2.911
999	9.98000	4.971
1000	9.99000	0.000
