NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:10:34
DATA_INCLUDED	Angular Velocity
DATA_TYPES	HL_Angular_Velocity

Frame	Time	HL_Angular_Velocity	
163	1.62000	0.000
164	1.63000	0.000
165	1.64000	0.000
166	1.65000	0.000
167	1.66000	0.000
168	1.67000	0.000
169	1.68000	0.000
170	1.69000	0.000
171	1.70000	38.057
172	1.71000	17.056
173	1.72000	-0.421
174	1.73000	-14.375
175	1.74000	-24.805
176	1.75000	-31.712
177	1.76000	-27.840
178	1.77000	-23.202
179	1.78000	-22.123
180	1.79000	-23.066
181	1.80000	-25.734
182	1.81000	-33.885
183	1.82000	-41.356
184	1.83000	-43.305
185	1.84000	-45.845
186	1.85000	-48.854
187	1.86000	-50.489
188	1.87000	-51.034
189	1.88000	-51.790
190	1.89000	-52.534
191	1.90000	-53.254
192	1.91000	-54.088
193	1.92000	-54.935
194	1.93000	-55.640
195	1.94000	-56.592
196	1.95000	-57.996
197	1.96000	-59.965
198	1.97000	-62.616
199	1.98000	-65.705
200	1.99000	-68.526
201	2.00000	-71.080
202	2.01000	-73.737
203	2.02000	-76.476
204	2.03000	-79.369
205	2.04000	-82.341
206	2.05000	-85.016
207	2.06000	-87.391
208	2.07000	-89.130
209	2.08000	-89.594
210	2.09000	-89.149
211	2.10000	-88.379
212	2.11000	-87.098
213	2.12000	-85.514
214	2.13000	-84.387
215	2.14000	-83.615
216	2.15000	-83.060
217	2.16000	-83.122
218	2.17000	-83.490
219	2.18000	-83.786
220	2.19000	-84.565
221	2.20000	-85.715
222	2.21000	-86.074
223	2.22000	-85.562
224	2.23000	-85.315
225	2.24000	-85.476
226	2.25000	-85.839
227	2.26000	-85.765
228	2.27000	-85.481
229	2.28000	-85.863
230	2.29000	-87.139
231	2.30000	-89.026
232	2.31000	-90.769
233	2.32000	-92.027
234	2.33000	-92.850
235	2.34000	-93.311
236	2.35000	-93.379
237	2.36000	-92.889
238	2.37000	-92.739
239	2.38000	-94.235
240	2.39000	-96.674
241	2.40000	-98.480
242	2.41000	-98.910
243	2.42000	-97.905
244	2.43000	-96.062
245	2.44000	-94.415
246	2.45000	-93.552
247	2.46000	-93.607
248	2.47000	-94.448
249	2.48000	-95.905
250	2.49000	-96.923
251	2.50000	-96.616
252	2.51000	-95.543
253	2.52000	-94.273
254	2.53000	-93.220
255	2.54000	-92.666
256	2.55000	-92.365
257	2.56000	-92.095
258	2.57000	-91.569
259	2.58000	-90.576
260	2.59000	-89.355
261	2.60000	-88.372
262	2.61000	-87.684
263	2.62000	-87.102
264	2.63000	-86.718
265	2.64000	-86.437
266	2.65000	-86.165
267	2.66000	-85.889
268	2.67000	-85.405
269	2.68000	-84.694
270	2.69000	-84.038
271	2.70000	-83.586
272	2.71000	-83.268
273	2.72000	-83.321
274	2.73000	-83.865
275	2.74000	-84.653
276	2.75000	-85.567
277	2.76000	-86.241
278	2.77000	-86.571
279	2.78000	-86.654
280	2.79000	-86.565
281	2.80000	-86.449
282	2.81000	-86.499
283	2.82000	-86.755
284	2.83000	-87.096
285	2.84000	-87.405
286	2.85000	-87.452
287	2.86000	-87.122
288	2.87000	-86.535
289	2.88000	-85.766
290	2.89000	-84.709
291	2.90000	-83.302
292	2.91000	-81.334
293	2.92000	-78.955
294	2.93000	-76.426
295	2.94000	-73.522
296	2.95000	-70.359
297	2.96000	-67.315
298	2.97000	-64.284
299	2.98000	-61.334
300	2.99000	-58.360
301	3.00000	-54.981
302	3.01000	-51.344
303	3.02000	-47.761
304	3.03000	-44.419
305	3.04000	-41.179
306	3.05000	-38.008
307	3.06000	-34.867
308	3.07000	-31.243
309	3.08000	-26.954
310	3.09000	-21.819
311	3.10000	-15.727
312	3.11000	-9.160
313	3.12000	-2.719
314	3.13000	2.856
315	3.14000	7.187
316	3.15000	10.198
317	3.16000	12.017
318	3.17000	13.372
319	3.18000	14.816
320	3.19000	16.661
321	3.20000	18.975
322	3.21000	21.474
323	3.22000	23.667
324	3.23000	25.221
325	3.24000	26.171
326	3.25000	26.560
327	3.26000	26.636
328	3.27000	26.903
329	3.28000	27.689
330	3.29000	28.914
331	3.30000	30.061
332	3.31000	30.840
333	3.32000	31.322
334	3.33000	31.506
335	3.34000	31.365
336	3.35000	30.989
337	3.36000	30.700
338	3.37000	30.996
339	3.38000	31.533
340	3.39000	31.744
341	3.40000	31.670
342	3.41000	31.262
343	3.42000	30.687
344	3.43000	29.907
345	3.44000	28.680
346	3.45000	27.275
347	3.46000	26.100
348	3.47000	25.241
349	3.48000	24.011
350	3.49000	22.472
351	3.50000	21.109
352	3.51000	19.665
353	3.52000	18.340
354	3.53000	17.143
355	3.54000	15.868
356	3.55000	14.668
357	3.56000	13.577
358	3.57000	12.559
359	3.58000	11.495
360	3.59000	10.425
361	3.60000	9.316
362	3.61000	8.022
363	3.62000	6.667
364	3.63000	5.331
365	3.64000	3.905
366	3.65000	2.417
367	3.66000	0.801
368	3.67000	-0.947
369	3.68000	-2.762
370	3.69000	-4.553
371	3.70000	-6.257
372	3.71000	-8.038
373	3.72000	-9.598
374	3.73000	-10.824
375	3.74000	-11.881
376	3.75000	-12.791
377	3.76000	-13.794
378	3.77000	-14.873
379	3.78000	-15.929
380	3.79000	-17.134
381	3.80000	-18.507
382	3.81000	-20.137
383	3.82000	-21.790
384	3.83000	-23.412
385	3.84000	-25.037
386	3.85000	-26.583
387	3.86000	-28.088
388	3.87000	-29.334
389	3.88000	-30.200
390	3.89000	-30.860
391	3.90000	-31.255
392	3.91000	-31.365
393	3.92000	-31.268
394	3.93000	-30.825
395	3.94000	-29.861
396	3.95000	-28.249
397	3.96000	-26.001
398	3.97000	-23.135
399	3.98000	-19.644
400	3.99000	-15.589
401	4.00000	-11.427
402	4.01000	-7.558
403	4.02000	-3.954
404	4.03000	-0.715
405	4.04000	2.254
406	4.05000	5.168
407	4.06000	8.221
408	4.07000	11.621
409	4.08000	15.365
410	4.09000	19.579
411	4.10000	24.115
412	4.11000	29.017
413	4.12000	34.580
414	4.13000	40.634
415	4.14000	47.185
416	4.15000	54.134
417	4.16000	61.174
418	4.17000	68.076
419	4.18000	74.432
420	4.19000	80.052
421	4.20000	85.029
422	4.21000	89.443
423	4.22000	93.506
424	4.23000	97.367
425	4.24000	101.008
426	4.25000	104.459
427	4.26000	107.705
428	4.27000	110.914
429	4.28000	114.152
430	4.29000	117.393
431	4.30000	120.762
432	4.31000	124.259
433	4.32000	127.776
434	4.33000	130.989
435	4.34000	133.913
436	4.35000	136.732
437	4.36000	139.179
438	4.37000	141.335
439	4.38000	143.239
440	4.39000	144.840
441	4.40000	146.279
442	4.41000	147.541
443	4.42000	148.638
444	4.43000	149.449
445	4.44000	150.230
446	4.45000	151.150
447	4.46000	151.831
448	4.47000	152.097
449	4.48000	151.723
450	4.49000	150.533
451	4.50000	148.666
452	4.51000	146.383
453	4.52000	143.995
454	4.53000	141.733
455	4.54000	139.945
456	4.55000	138.779
457	4.56000	138.013
458	4.57000	137.438
459	4.58000	136.721
460	4.59000	135.471
461	4.60000	133.815
462	4.61000	131.806
463	4.62000	129.335
464	4.63000	126.811
465	4.64000	124.480
466	4.65000	122.755
467	4.66000	121.682
468	4.67000	120.768
469	4.68000	119.799
470	4.69000	118.680
471	4.70000	117.521
472	4.71000	116.105
473	4.72000	114.313
474	4.73000	112.524
475	4.74000	111.081
476	4.75000	110.624
477	4.76000	110.183
478	4.77000	109.575
479	4.78000	108.915
480	4.79000	107.113
481	4.80000	104.571
482	4.81000	101.745
483	4.82000	98.748
484	4.83000	95.721
485	4.84000	93.044
486	4.85000	90.891
487	4.86000	88.725
488	4.87000	86.895
489	4.88000	84.798
490	4.89000	81.560
491	4.90000	78.090
492	4.91000	74.065
493	4.92000	69.254
494	4.93000	64.195
495	4.94000	59.123
496	4.95000	54.261
497	4.96000	49.863
498	4.97000	45.894
499	4.98000	42.476
500	4.99000	38.943
501	5.00000	35.446
502	5.01000	32.673
503	5.02000	29.292
504	5.03000	22.248
505	5.04000	16.247
506	5.05000	14.866
507	5.06000	14.421
508	5.07000	14.591
509	5.08000	15.491
510	5.09000	16.425
511	5.10000	17.653
512	5.11000	19.154
513	5.12000	18.329
514	5.13000	13.594
515	5.14000	11.021
516	5.15000	10.891
517	5.16000	8.920
518	5.17000	6.569
519	5.18000	3.886
520	5.19000	0.977
521	5.20000	-1.871
522	5.21000	-4.274
523	5.22000	-6.017
524	5.23000	-7.141
525	5.24000	-7.326
526	5.25000	-6.925
527	5.26000	-6.120
528	5.27000	-5.056
529	5.28000	-4.270
530	5.29000	-3.663
531	5.30000	-3.248
532	5.31000	-1.976
533	5.32000	-2.707
534	5.33000	-6.635
535	5.34000	-10.424
536	5.35000	-13.066
537	5.36000	-14.113
538	5.37000	-13.363
539	5.38000	-11.065
540	5.39000	-7.678
541	5.40000	-3.677
542	5.41000	0.324
543	5.42000	0.811
544	5.43000	-1.564
545	5.44000	-3.130
546	5.45000	-4.060
547	5.46000	-4.497
548	5.47000	-4.502
549	5.48000	-4.282
550	5.49000	-4.290
551	5.50000	-4.280
552	5.51000	-4.779
553	5.52000	-6.125
554	5.53000	-7.578
555	5.54000	-8.808
556	5.55000	-9.625
557	5.56000	-9.960
558	5.57000	-9.814
559	5.58000	-9.221
560	5.59000	-8.279
561	5.60000	-6.999
562	5.61000	-6.144
563	5.62000	-5.895
564	5.63000	-5.858
565	5.64000	-6.121
566	5.65000	-6.454
567	5.66000	-6.755
568	5.67000	-6.889
569	5.68000	-6.907
570	5.69000	-6.791
571	5.70000	-6.389
572	5.71000	-5.625
573	5.72000	-4.561
574	5.73000	-3.565
575	5.74000	-2.836
576	5.75000	-2.103
577	5.76000	-1.275
578	5.77000	-0.657
579	5.78000	-0.478
580	5.79000	-0.909
581	5.80000	-1.808
582	5.81000	-2.991
583	5.82000	-4.542
584	5.83000	-6.351
585	5.84000	-8.103
586	5.85000	-9.376
587	5.86000	-10.233
588	5.87000	-11.123
589	5.88000	-12.336
590	5.89000	-14.418
591	5.90000	-17.486
592	5.91000	-21.551
593	5.92000	-26.113
594	5.93000	-30.722
595	5.94000	-35.663
596	5.95000	-40.994
597	5.96000	-46.698
598	5.97000	-52.285
599	5.98000	-57.684
600	5.99000	-62.932
601	6.00000	-67.870
602	6.01000	-72.796
603	6.02000	-77.443
604	6.03000	-82.190
605	6.04000	-87.670
606	6.05000	-93.361
607	6.06000	-98.511
608	6.07000	-102.617
609	6.08000	-105.964
610	6.09000	-109.136
611	6.10000	-111.736
612	6.11000	-113.559
613	6.12000	-115.163
614	6.13000	-116.779
615	6.14000	-118.855
616	6.15000	-121.722
617	6.16000	-125.251
618	6.17000	-129.202
619	6.18000	-132.913
620	6.19000	-135.534
621	6.20000	-135.878
622	6.21000	-134.005
623	6.22000	-131.395
624	6.23000	-129.150
625	6.24000	-128.301
626	6.25000	-129.191
627	6.26000	-131.218
628	6.27000	-133.319
629	6.28000	-134.711
630	6.29000	-135.287
631	6.30000	-135.454
632	6.31000	-135.478
633	6.32000	-135.502
634	6.33000	-135.595
635	6.34000	-135.493
636	6.35000	-134.966
637	6.36000	-134.178
638	6.37000	-133.090
639	6.38000	-131.779
640	6.39000	-130.639
641	6.40000	-129.677
642	6.41000	-128.736
643	6.42000	-127.683
644	6.43000	-126.561
645	6.44000	-125.592
646	6.45000	-124.910
647	6.46000	-124.479
648	6.47000	-124.107
649	6.48000	-122.901
650	6.49000	-120.719
651	6.50000	-117.921
652	6.51000	-114.717
653	6.52000	-111.585
654	6.53000	-108.625
655	6.54000	-105.995
656	6.55000	-103.686
657	6.56000	-101.936
658	6.57000	-100.916
659	6.58000	-99.864
660	6.59000	-98.483
661	6.60000	-96.756
662	6.61000	-94.665
663	6.62000	-92.464
664	6.63000	-90.174
665	6.64000	-87.949
666	6.65000	-85.687
667	6.66000	-83.611
668	6.67000	-81.798
669	6.68000	-79.911
670	6.69000	-77.673
671	6.70000	-75.142
672	6.71000	-72.656
673	6.72000	-70.216
674	6.73000	-67.832
675	6.74000	-65.658
676	6.75000	-63.644
677	6.76000	-61.714
678	6.77000	-59.929
679	6.78000	-58.016
680	6.79000	-55.666
681	6.80000	-52.849
682	6.81000	-49.569
683	6.82000	-45.861
684	6.83000	-41.972
685	6.84000	-38.282
686	6.85000	-34.951
687	6.86000	-31.866
688	6.87000	-29.033
689	6.88000	-26.442
690	6.89000	-23.750
691	6.90000	-21.260
692	6.91000	-18.862
693	6.92000	-15.850
694	6.93000	-12.119
695	6.94000	-7.627
696	6.95000	-2.385
697	6.96000	3.385
698	6.97000	9.303
699	6.98000	14.886
700	6.99000	19.758
701	7.00000	23.448
702	7.01000	26.123
703	7.02000	28.499
704	7.03000	30.303
705	7.04000	31.586
706	7.05000	32.770
707	7.06000	33.757
708	7.07000	34.377
709	7.08000	34.584
710	7.09000	34.508
711	7.10000	34.197
712	7.11000	33.494
713	7.12000	32.655
714	7.13000	31.551
715	7.14000	30.348
716	7.15000	29.467
717	7.16000	28.847
718	7.17000	28.541
719	7.18000	28.623
720	7.19000	29.267
721	7.20000	30.277
722	7.21000	31.568
723	7.22000	33.118
724	7.23000	34.570
725	7.24000	35.779
726	7.25000	36.631
727	7.26000	36.886
728	7.27000	36.496
729	7.28000	35.462
730	7.29000	33.948
731	7.30000	32.197
732	7.31000	30.409
733	7.32000	28.628
734	7.33000	26.875
735	7.34000	25.347
736	7.35000	24.170
737	7.36000	23.200
738	7.37000	22.458
739	7.38000	21.979
740	7.39000	21.692
741	7.40000	21.524
742	7.41000	21.336
743	7.42000	21.038
744	7.43000	20.381
745	7.44000	19.437
746	7.45000	18.265
747	7.46000	16.863
748	7.47000	15.296
749	7.48000	13.692
750	7.49000	12.158
751	7.50000	10.662
752	7.51000	9.348
753	7.52000	8.192
754	7.53000	7.076
755	7.54000	6.035
756	7.55000	5.053
757	7.56000	4.105
758	7.57000	3.071
759	7.58000	1.999
760	7.59000	0.978
761	7.60000	0.042
762	7.61000	-0.673
763	7.62000	-1.144
764	7.63000	-1.229
765	7.64000	-0.975
766	7.65000	-0.506
767	7.66000	-0.054
768	7.67000	0.271
769	7.68000	0.376
770	7.69000	0.150
771	7.70000	-0.402
772	7.71000	-1.243
773	7.72000	-2.263
774	7.73000	-3.339
775	7.74000	-4.350
776	7.75000	-5.312
777	7.76000	-6.172
778	7.77000	-6.824
779	7.78000	-7.265
780	7.79000	-7.576
781	7.80000	-7.737
782	7.81000	-7.748
783	7.82000	-7.800
784	7.83000	-7.928
785	7.84000	-8.127
786	7.85000	-8.484
787	7.86000	-9.059
788	7.87000	-9.949
789	7.88000	-11.122
790	7.89000	-12.517
791	7.90000	-13.960
792	7.91000	-15.424
793	7.92000	-17.070
794	7.93000	-18.702
795	7.94000	-20.230
796	7.95000	-21.748
797	7.96000	-23.287
798	7.97000	-24.875
799	7.98000	-26.365
800	7.99000	-27.765
801	8.00000	-29.092
802	8.01000	-30.370
803	8.02000	-31.679
804	8.03000	-32.834
805	8.04000	-33.809
806	8.05000	-34.679
807	8.06000	-35.255
808	8.07000	-35.519
809	8.08000	-35.384
810	8.09000	-34.892
811	8.10000	-33.973
812	8.11000	-32.065
813	8.12000	-29.369
814	8.13000	-26.029
815	8.14000	-21.922
816	8.15000	-17.566
817	8.16000	-13.088
818	8.17000	-8.481
819	8.18000	-4.083
820	8.19000	-0.189
821	8.20000	3.116
822	8.21000	6.020
823	8.22000	8.305
824	8.23000	10.232
825	8.24000	12.383
826	8.25000	14.758
827	8.26000	17.774
828	8.27000	21.863
829	8.28000	26.975
830	8.29000	33.006
831	8.30000	39.680
832	8.31000	46.527
833	8.32000	53.370
834	8.33000	60.063
835	8.34000	66.460
836	8.35000	72.390
837	8.36000	77.543
838	8.37000	81.932
839	8.38000	85.712
840	8.39000	88.932
841	8.40000	91.840
842	8.41000	94.611
843	8.42000	97.388
844	8.43000	100.268
845	8.44000	103.395
846	8.45000	106.734
847	8.46000	110.006
848	8.47000	113.186
849	8.48000	116.207
850	8.49000	119.013
851	8.50000	121.872
852	8.51000	124.763
853	8.52000	127.540
854	8.53000	130.239
855	8.54000	132.831
856	8.55000	135.372
857	8.56000	137.625
858	8.57000	139.578
859	8.58000	141.480
860	8.59000	143.366
861	8.60000	145.172
862	8.61000	146.675
863	8.62000	147.784
864	8.63000	148.016
865	8.64000	147.822
866	8.65000	147.599
867	8.66000	146.841
868	8.67000	146.060
869	8.68000	145.652
870	8.69000	145.365
871	8.70000	145.018
872	8.71000	144.435
873	8.72000	143.497
874	8.73000	141.770
875	8.74000	140.001
876	8.75000	138.432
877	8.76000	136.644
878	8.77000	134.986
879	8.78000	133.892
880	8.79000	133.414
881	8.80000	132.845
882	8.81000	131.971
883	8.82000	130.977
884	8.83000	129.802
885	8.84000	128.430
886	8.85000	126.864
887	8.86000	125.144
888	8.87000	122.754
889	8.88000	120.547
890	8.89000	119.143
891	8.90000	117.322
892	8.91000	115.034
893	8.92000	112.580
894	8.93000	109.990
895	8.94000	106.977
896	8.95000	103.560
897	8.96000	99.786
898	8.97000	95.212
899	8.98000	90.632
900	8.99000	86.666
901	9.00000	82.034
902	9.01000	76.598
903	9.02000	71.086
904	9.03000	65.729
905	9.04000	60.583
906	9.05000	55.611
907	9.06000	50.705
908	9.07000	46.227
909	9.08000	42.585
910	9.09000	39.531
911	9.10000	35.946
912	9.11000	31.704
913	9.12000	27.599
914	9.13000	23.898
915	9.14000	20.656
916	9.15000	17.610
917	9.16000	14.818
918	9.17000	12.780
919	9.18000	11.657
920	9.19000	10.973
921	9.20000	10.467
922	9.21000	10.393
923	9.22000	11.481
924	9.23000	12.408
925	9.24000	12.396
926	9.25000	11.735
927	9.26000	10.448
928	9.27000	9.735
929	9.28000	9.779
930	9.29000	11.314
931	9.30000	12.142
932	9.31000	9.286
933	9.32000	3.700
934	9.33000	-4.403
935	9.34000	-13.142
936	9.35000	-20.310
937	9.36000	-24.702
938	9.37000	-24.493
939	9.38000	-19.642
940	9.39000	-10.905
941	9.40000	-1.835
942	9.41000	4.818
943	9.42000	9.664
944	9.43000	12.638
945	9.44000	14.068
946	9.45000	14.506
947	9.46000	14.229
948	9.47000	13.784
949	9.48000	13.552
950	9.49000	13.485
951	9.50000	13.568
952	9.51000	12.697
953	9.52000	9.965
954	9.53000	6.050
955	9.54000	1.953
956	9.55000	-1.752
957	9.56000	-4.584
958	9.57000	-5.874
959	9.58000	-5.703
960	9.59000	-4.781
961	9.60000	-3.783
962	9.61000	-3.280
963	9.62000	-3.496
964	9.63000	-3.659
965	9.64000	-3.457
966	9.65000	-3.143
967	9.66000	-2.624
968	9.67000	-1.889
969	9.68000	-1.159
970	9.69000	-0.563
971	9.70000	-0.179
972	9.71000	-0.364
973	9.72000	-1.028
974	9.73000	-1.598
975	9.74000	-0.563
976	9.75000	-1.450
977	9.76000	-5.214
978	9.77000	-7.643
979	9.78000	-8.486
980	9.79000	-7.817
981	9.80000	-5.952
982	9.81000	-3.592
983	9.82000	-0.609
984	9.83000	3.001
985	9.84000	6.516
986	9.85000	6.184
987	9.86000	3.164
988	9.87000	1.303
989	9.88000	-0.634
990	9.89000	-4.573
991	9.90000	-5.695
992	9.91000	-2.684
993	9.92000	-0.136
994	9.93000	2.350
995	9.94000	3.144
996	9.95000	3.647
997	9.96000	3.858
998	9.97000	3.778
999	9.98000	3.406
1000	9.99000	0.000
