NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:07:48
DATA_INCLUDED	Angle
DATA_TYPES	HL_Angle

Frame	Time	HL_Angle	
164	1.63000	0.000
165	1.64000	0.000
166	1.65000	0.000
167	1.66000	0.000
168	1.67000	0.000
169	1.68000	0.000
170	1.69000	171.357
171	1.70000	171.486
172	1.71000	171.553
173	1.72000	171.558
174	1.73000	171.502
175	1.74000	171.384
176	1.75000	171.065
177	1.76000	170.750
178	1.77000	170.508
179	1.78000	170.286
180	1.79000	170.066
181	1.80000	169.824
182	1.81000	169.551
183	1.82000	169.147
184	1.83000	168.724
185	1.84000	168.281
186	1.85000	167.807
187	1.86000	167.304
188	1.87000	166.797
189	1.88000	166.283
190	1.89000	165.761
191	1.90000	165.232
192	1.91000	164.696
193	1.92000	164.150
194	1.93000	163.598
195	1.94000	163.038
196	1.95000	162.466
197	1.96000	161.878
198	1.97000	161.266
199	1.98000	160.625
200	1.99000	159.952
201	2.00000	159.255
202	2.01000	158.531
203	2.02000	157.780
204	2.03000	157.001
205	2.04000	156.193
206	2.05000	155.354
207	2.06000	154.492
208	2.07000	153.606
209	2.08000	152.710
210	2.09000	151.815
211	2.10000	150.927
212	2.11000	150.047
213	2.12000	149.185
214	2.13000	148.337
215	2.14000	147.497
216	2.15000	146.664
217	2.16000	145.836
218	2.17000	145.002
219	2.18000	144.166
220	2.19000	143.326
221	2.20000	142.475
222	2.21000	141.612
223	2.22000	140.753
224	2.23000	139.901
225	2.24000	139.047
226	2.25000	138.191
227	2.26000	137.330
228	2.27000	136.476
229	2.28000	135.621
230	2.29000	134.759
231	2.30000	133.878
232	2.31000	132.978
233	2.32000	132.063
234	2.33000	131.138
235	2.34000	130.206
236	2.35000	129.271
237	2.36000	128.338
238	2.37000	127.414
239	2.38000	126.483
240	2.39000	125.529
241	2.40000	124.550
242	2.41000	123.559
243	2.42000	122.571
244	2.43000	121.601
245	2.44000	120.650
246	2.45000	119.713
247	2.46000	118.779
248	2.47000	117.841
249	2.48000	116.890
250	2.49000	115.923
251	2.50000	114.952
252	2.51000	113.990
253	2.52000	113.041
254	2.53000	112.105
255	2.54000	111.177
256	2.55000	110.252
257	2.56000	109.329
258	2.57000	108.410
259	2.58000	107.498
260	2.59000	106.598
261	2.60000	105.711
262	2.61000	104.831
263	2.62000	103.957
264	2.63000	103.089
265	2.64000	102.223
266	2.65000	101.360
267	2.66000	100.499
268	2.67000	99.642
269	2.68000	98.791
270	2.69000	97.948
271	2.70000	97.111
272	2.71000	96.277
273	2.72000	95.445
274	2.73000	94.610
275	2.74000	93.768
276	2.75000	92.917
277	2.76000	92.057
278	2.77000	91.192
279	2.78000	90.325
280	2.79000	89.459
281	2.80000	88.594
282	2.81000	87.730
283	2.82000	86.864
284	2.83000	85.995
285	2.84000	85.122
286	2.85000	84.247
287	2.86000	83.373
288	2.87000	82.505
289	2.88000	81.642
290	2.89000	80.789
291	2.90000	79.948
292	2.91000	79.123
293	2.92000	78.321
294	2.93000	77.544
295	2.94000	76.793
296	2.95000	76.074
297	2.96000	75.386
298	2.97000	74.727
299	2.98000	74.100
300	2.99000	73.501
301	3.00000	72.933
302	3.01000	72.401
303	3.02000	71.906
304	3.03000	71.446
305	3.04000	71.017
306	3.05000	70.622
307	3.06000	70.257
308	3.07000	69.925
309	3.08000	69.632
310	3.09000	69.386
311	3.10000	69.196
312	3.11000	69.071
313	3.12000	69.013
314	3.13000	69.017
315	3.14000	69.070
316	3.15000	69.161
317	3.16000	69.274
318	3.17000	69.401
319	3.18000	69.541
320	3.19000	69.697
321	3.20000	69.875
322	3.21000	70.077
323	3.22000	70.304
324	3.23000	70.550
325	3.24000	70.808
326	3.25000	71.074
327	3.26000	71.340
328	3.27000	71.606
329	3.28000	71.878
330	3.29000	72.160
331	3.30000	72.456
332	3.31000	72.761
333	3.32000	73.073
334	3.33000	73.388
335	3.34000	73.703
336	3.35000	74.015
337	3.36000	74.323
338	3.37000	74.629
339	3.38000	74.943
340	3.39000	75.260
341	3.40000	75.578
342	3.41000	75.893
343	3.42000	76.203
344	3.43000	76.507
345	3.44000	76.801
346	3.45000	77.080
347	3.46000	77.346
348	3.47000	77.602
349	3.48000	77.851
350	3.49000	78.083
351	3.50000	78.301
352	3.51000	78.505
353	3.52000	78.694
354	3.53000	78.872
355	3.54000	79.037
356	3.55000	79.189
357	3.56000	79.330
358	3.57000	79.460
359	3.58000	79.581
360	3.59000	79.690
361	3.60000	79.790
362	3.61000	79.877
363	3.62000	79.950
364	3.63000	80.010
365	3.64000	80.057
366	3.65000	80.088
367	3.66000	80.105
368	3.67000	80.104
369	3.68000	80.086
370	3.69000	80.049
371	3.70000	79.995
372	3.71000	79.924
373	3.72000	79.834
374	3.73000	79.732
375	3.74000	79.618
376	3.75000	79.494
377	3.76000	79.362
378	3.77000	79.218
379	3.78000	79.065
380	3.79000	78.900
381	3.80000	78.722
382	3.81000	78.530
383	3.82000	78.319
384	3.83000	78.094
385	3.84000	77.851
386	3.85000	77.593
387	3.86000	77.319
388	3.87000	77.031
389	3.88000	76.733
390	3.89000	76.427
391	3.90000	76.116
392	3.91000	75.802
393	3.92000	75.488
394	3.93000	75.177
395	3.94000	74.872
396	3.95000	74.580
397	3.96000	74.307
398	3.97000	74.060
399	3.98000	73.844
400	3.99000	73.667
401	4.00000	73.532
402	4.01000	73.438
403	4.02000	73.381
404	4.03000	73.359
405	4.04000	73.367
406	4.05000	73.404
407	4.06000	73.470
408	4.07000	73.569
409	4.08000	73.703
410	4.09000	73.876
411	4.10000	74.094
412	4.11000	74.358
413	4.12000	74.674
414	4.13000	75.050
415	4.14000	75.487
416	4.15000	75.993
417	4.16000	76.570
418	4.17000	77.217
419	4.18000	77.931
420	4.19000	78.706
421	4.20000	79.532
422	4.21000	80.406
423	4.22000	81.321
424	4.23000	82.276
425	4.24000	83.269
426	4.25000	84.296
427	4.26000	85.358
428	4.27000	86.451
429	4.28000	87.576
430	4.29000	88.734
431	4.30000	89.924
432	4.31000	91.149
433	4.32000	92.409
434	4.33000	93.704
435	4.34000	95.029
436	4.35000	96.383
437	4.36000	97.764
438	4.37000	99.166
439	4.38000	100.590
440	4.39000	102.031
441	4.40000	103.487
442	4.41000	104.957
443	4.42000	106.438
444	4.43000	107.929
445	4.44000	109.427
446	4.45000	110.934
447	4.46000	112.450
448	4.47000	113.971
449	4.48000	115.492
450	4.49000	117.005
451	4.50000	118.502
452	4.51000	119.978
453	4.52000	121.430
454	4.53000	122.858
455	4.54000	124.265
456	4.55000	125.657
457	4.56000	127.040
458	4.57000	128.417
459	4.58000	129.789
460	4.59000	131.152
461	4.60000	132.499
462	4.61000	133.828
463	4.62000	135.135
464	4.63000	136.415
465	4.64000	137.671
466	4.65000	138.904
467	4.66000	140.126
468	4.67000	141.338
469	4.68000	142.541
470	4.69000	143.734
471	4.70000	144.915
472	4.71000	146.084
473	4.72000	147.237
474	4.73000	148.371
475	4.74000	149.488
476	4.75000	150.592
477	4.76000	151.700
478	4.77000	152.796
479	4.78000	153.892
480	4.79000	154.974
481	4.80000	156.034
482	4.81000	157.066
483	4.82000	158.069
484	4.83000	159.041
485	4.84000	159.983
486	4.85000	160.902
487	4.86000	161.801
488	4.87000	162.676
489	4.88000	163.539
490	4.89000	164.372
491	4.90000	165.170
492	4.91000	165.934
493	4.92000	166.651
494	4.93000	167.319
495	4.94000	167.935
496	4.95000	168.501
497	4.96000	169.020
498	4.97000	169.499
499	4.98000	169.938
500	4.99000	170.348
501	5.00000	170.717
502	5.01000	171.057
503	5.02000	171.371
504	5.03000	171.643
505	5.04000	171.816
506	5.05000	171.968
507	5.06000	172.113
508	5.07000	172.256
509	5.08000	172.405
510	5.09000	172.566
511	5.10000	172.733
512	5.11000	172.919
513	5.12000	173.116
514	5.13000	173.286
515	5.14000	173.388
516	5.15000	173.506
517	5.16000	173.606
518	5.17000	173.685
519	5.18000	173.737
520	5.19000	173.762
521	5.20000	173.757
522	5.21000	173.725
523	5.22000	173.671
524	5.23000	173.604
525	5.24000	173.529
526	5.25000	173.458
527	5.26000	173.390
528	5.27000	173.336
529	5.28000	173.289
530	5.29000	173.250
531	5.30000	173.216
532	5.31000	173.185
533	5.32000	173.176
534	5.33000	173.131
535	5.34000	173.043
536	5.35000	172.923
537	5.36000	172.782
538	5.37000	172.640
539	5.38000	172.515
540	5.39000	172.419
541	5.40000	172.361
542	5.41000	172.345
543	5.42000	172.368
544	5.43000	172.362
545	5.44000	172.337
546	5.45000	172.299
547	5.46000	172.255
548	5.47000	172.209
549	5.48000	172.165
550	5.49000	172.123
551	5.50000	172.080
552	5.51000	172.038
553	5.52000	171.984
554	5.53000	171.915
555	5.54000	171.832
556	5.55000	171.739
557	5.56000	171.640
558	5.57000	171.540
559	5.58000	171.444
560	5.59000	171.356
561	5.60000	171.278
562	5.61000	171.216
563	5.62000	171.155
564	5.63000	171.098
565	5.64000	171.038
566	5.65000	170.975
567	5.66000	170.909
568	5.67000	170.840
569	5.68000	170.771
570	5.69000	170.702
571	5.70000	170.635
572	5.71000	170.574
573	5.72000	170.523
574	5.73000	170.483
575	5.74000	170.452
576	5.75000	170.426
577	5.76000	170.409
578	5.77000	170.401
579	5.78000	170.396
580	5.79000	170.391
581	5.80000	170.378
582	5.81000	170.355
583	5.82000	170.318
584	5.83000	170.264
585	5.84000	170.191
586	5.85000	170.102
587	5.86000	170.004
588	5.87000	169.898
589	5.88000	169.781
590	5.89000	169.651
591	5.90000	169.493
592	5.91000	169.301
593	5.92000	169.062
594	5.93000	168.779
595	5.94000	168.447
596	5.95000	168.066
597	5.96000	167.628
598	5.97000	167.132
599	5.98000	166.582
600	5.99000	165.978
601	6.00000	165.323
602	6.01000	164.621
603	6.02000	163.867
604	6.03000	163.072
605	6.04000	162.224
606	6.05000	161.318
607	6.06000	160.356
608	6.07000	159.348
609	6.08000	158.304
610	6.09000	157.229
611	6.10000	156.121
612	6.11000	154.994
613	6.12000	153.850
614	6.13000	152.691
615	6.14000	151.515
616	6.15000	150.314
617	6.16000	149.080
618	6.17000	147.809
619	6.18000	146.496
620	6.19000	145.150
621	6.20000	143.785
622	6.21000	142.433
623	6.22000	141.105
624	6.23000	139.805
625	6.24000	138.522
626	6.25000	137.239
627	6.26000	135.938
628	6.27000	134.615
629	6.28000	133.272
630	6.29000	131.920
631	6.30000	130.566
632	6.31000	129.211
633	6.32000	127.857
634	6.33000	126.501
635	6.34000	125.145
636	6.35000	123.791
637	6.36000	122.446
638	6.37000	121.108
639	6.38000	119.784
640	6.39000	118.472
641	6.40000	117.171
642	6.41000	115.879
643	6.42000	114.596
644	6.43000	113.325
645	6.44000	112.065
646	6.45000	110.813
647	6.46000	109.567
648	6.47000	108.324
649	6.48000	107.085
650	6.49000	105.866
651	6.50000	104.670
652	6.51000	103.507
653	6.52000	102.376
654	6.53000	101.276
655	6.54000	100.203
656	6.55000	99.156
657	6.56000	98.130
658	6.57000	97.117
659	6.58000	96.111
660	6.59000	95.120
661	6.60000	94.142
662	6.61000	93.184
663	6.62000	92.248
664	6.63000	91.335
665	6.64000	90.445
666	6.65000	89.576
667	6.66000	88.731
668	6.67000	87.904
669	6.68000	87.095
670	6.69000	86.306
671	6.70000	85.542
672	6.71000	84.803
673	6.72000	84.089
674	6.73000	83.399
675	6.74000	82.732
676	6.75000	82.085
677	6.76000	81.459
678	6.77000	80.851
679	6.78000	80.261
680	6.79000	79.691
681	6.80000	79.147
682	6.81000	78.634
683	6.82000	78.156
684	6.83000	77.717
685	6.84000	77.316
686	6.85000	76.951
687	6.86000	76.617
688	6.87000	76.314
689	6.88000	76.037
690	6.89000	75.785
691	6.90000	75.562
692	6.91000	75.360
693	6.92000	75.185
694	6.93000	75.043
695	6.94000	74.942
696	6.95000	74.890
697	6.96000	74.894
698	6.97000	74.958
699	6.98000	75.081
700	6.99000	75.256
701	7.00000	75.476
702	7.01000	75.724
703	7.02000	75.998
704	7.03000	76.294
705	7.04000	76.604
706	7.05000	76.926
707	7.06000	77.260
708	7.07000	77.601
709	7.08000	77.947
710	7.09000	78.293
711	7.10000	78.637
712	7.11000	78.977
713	7.12000	79.307
714	7.13000	79.630
715	7.14000	79.938
716	7.15000	80.237
717	7.16000	80.528
718	7.17000	80.814
719	7.18000	81.098
720	7.19000	81.386
721	7.20000	81.684
722	7.21000	81.992
723	7.22000	82.315
724	7.23000	82.654
725	7.24000	83.006
726	7.25000	83.370
727	7.26000	83.739
728	7.27000	84.108
729	7.28000	84.469
730	7.29000	84.817
731	7.30000	85.148
732	7.31000	85.461
733	7.32000	85.756
734	7.33000	86.033
735	7.34000	86.294
736	7.35000	86.540
737	7.36000	86.777
738	7.37000	87.004
739	7.38000	87.226
740	7.39000	87.444
741	7.40000	87.660
742	7.41000	87.874
743	7.42000	88.087
744	7.43000	88.295
745	7.44000	88.494
746	7.45000	88.684
747	7.46000	88.860
748	7.47000	89.021
749	7.48000	89.166
750	7.49000	89.295
751	7.50000	89.409
752	7.51000	89.508
753	7.52000	89.596
754	7.53000	89.672
755	7.54000	89.737
756	7.55000	89.793
757	7.56000	89.838
758	7.57000	89.875
759	7.58000	89.900
760	7.59000	89.915
761	7.60000	89.919
762	7.61000	89.916
763	7.62000	89.906
764	7.63000	89.893
765	7.64000	89.881
766	7.65000	89.873
767	7.66000	89.871
768	7.67000	89.872
769	7.68000	89.877
770	7.69000	89.880
771	7.70000	89.880
772	7.71000	89.872
773	7.72000	89.855
774	7.73000	89.826
775	7.74000	89.788
776	7.75000	89.739
777	7.76000	89.682
778	7.77000	89.616
779	7.78000	89.545
780	7.79000	89.471
781	7.80000	89.394
782	7.81000	89.316
783	7.82000	89.239
784	7.83000	89.160
785	7.84000	89.080
786	7.85000	88.997
787	7.86000	88.910
788	7.87000	88.816
789	7.88000	88.711
790	7.89000	88.594
791	7.90000	88.461
792	7.91000	88.314
793	7.92000	88.153
794	7.93000	87.973
795	7.94000	87.779
796	7.95000	87.568
797	7.96000	87.344
798	7.97000	87.103
799	7.98000	86.846
800	7.99000	86.575
801	8.00000	86.291
802	8.01000	85.994
803	8.02000	85.683
804	8.03000	85.360
805	8.04000	85.027
806	8.05000	84.684
807	8.06000	84.333
808	8.07000	83.979
809	8.08000	83.623
810	8.09000	83.271
811	8.10000	82.925
812	8.11000	82.592
813	8.12000	82.284
814	8.13000	82.004
815	8.14000	81.763
816	8.15000	81.566
817	8.16000	81.412
818	8.17000	81.304
819	8.18000	81.242
820	8.19000	81.222
821	8.20000	81.238
822	8.21000	81.285
823	8.22000	81.359
824	8.23000	81.451
825	8.24000	81.563
826	8.25000	81.698
827	8.26000	81.859
828	8.27000	82.054
829	8.28000	82.296
830	8.29000	82.593
831	8.30000	82.956
832	8.31000	83.387
833	8.32000	83.887
834	8.33000	84.454
835	8.34000	85.088
836	8.35000	85.784
837	8.36000	86.536
838	8.37000	87.334
839	8.38000	88.174
840	8.39000	89.049
841	8.40000	89.953
842	8.41000	90.885
843	8.42000	91.845
844	8.43000	92.833
845	8.44000	93.850
846	8.45000	94.901
847	8.46000	95.985
848	8.47000	97.101
849	8.48000	98.249
850	8.49000	99.425
851	8.50000	100.629
852	8.51000	101.863
853	8.52000	103.124
854	8.53000	104.414
855	8.54000	105.729
856	8.55000	107.070
857	8.56000	108.437
858	8.57000	109.823
859	8.58000	111.228
860	8.59000	112.652
861	8.60000	114.095
862	8.61000	115.556
863	8.62000	117.029
864	8.63000	118.512
865	8.64000	119.989
866	8.65000	121.468
867	8.66000	122.941
868	8.67000	124.405
869	8.68000	125.863
870	8.69000	127.318
871	8.70000	128.770
872	8.71000	130.218
873	8.72000	131.659
874	8.73000	133.088
875	8.74000	134.494
876	8.75000	135.888
877	8.76000	137.263
878	8.77000	138.621
879	8.78000	139.962
880	8.79000	141.299
881	8.80000	142.631
882	8.81000	143.956
883	8.82000	145.270
884	8.83000	146.575
885	8.84000	147.866
886	8.85000	149.144
887	8.86000	150.403
888	8.87000	151.647
889	8.88000	152.858
890	8.89000	154.058
891	8.90000	155.241
892	8.91000	156.404
893	8.92000	157.542
894	8.93000	158.656
895	8.94000	159.742
896	8.95000	160.795
897	8.96000	161.813
898	8.97000	162.791
899	8.98000	163.717
900	8.99000	164.604
901	9.00000	165.450
902	9.01000	166.244
903	9.02000	166.982
904	9.03000	167.666
905	9.04000	168.297
906	9.05000	168.878
907	9.06000	169.409
908	9.07000	169.892
909	9.08000	170.334
910	9.09000	170.744
911	9.10000	171.124
912	9.11000	171.462
913	9.12000	171.758
914	9.13000	172.014
915	9.14000	172.236
916	9.15000	172.428
917	9.16000	172.589
918	9.17000	172.724
919	9.18000	172.844
920	9.19000	172.957
921	9.20000	173.064
922	9.21000	173.166
923	9.22000	173.272
924	9.23000	173.396
925	9.24000	173.520
926	9.25000	173.644
927	9.26000	173.754
928	9.27000	173.853
929	9.28000	173.949
930	9.29000	174.049
931	9.30000	174.175
932	9.31000	174.291
933	9.32000	174.361
934	9.33000	174.365
935	9.34000	174.273
936	9.35000	174.103
937	9.36000	173.867
938	9.37000	173.608
939	9.38000	173.377
940	9.39000	173.216
941	9.40000	173.159
942	9.41000	173.179
943	9.42000	173.255
944	9.43000	173.372
945	9.44000	173.508
946	9.45000	173.654
947	9.46000	173.798
948	9.47000	173.938
949	9.48000	174.074
950	9.49000	174.209
951	9.50000	174.344
952	9.51000	174.481
953	9.52000	174.597
954	9.53000	174.680
955	9.54000	174.718
956	9.55000	174.719
957	9.56000	174.683
958	9.57000	174.627
959	9.58000	174.566
960	9.59000	174.513
961	9.60000	174.470
962	9.61000	174.438
963	9.62000	174.405
964	9.63000	174.368
965	9.64000	174.332
966	9.65000	174.298
967	9.66000	174.269
968	9.67000	174.246
969	9.68000	174.231
970	9.69000	174.223
971	9.70000	174.220
972	9.71000	174.219
973	9.72000	174.212
974	9.73000	174.199
975	9.74000	174.180
976	9.75000	174.187
977	9.76000	174.151
978	9.77000	174.083
979	9.78000	173.999
980	9.79000	173.913
981	9.80000	173.842
982	9.81000	173.794
983	9.82000	173.770
984	9.83000	173.782
985	9.84000	173.830
986	9.85000	173.912
987	9.86000	173.954
988	9.87000	173.976
989	9.88000	173.980
990	9.89000	173.963
991	9.90000	173.889
992	9.91000	173.849
993	9.92000	173.835
994	9.93000	173.846
995	9.94000	173.882
996	9.95000	173.913
997	9.96000	173.957
998	9.97000	174.016
999	9.98000	174.088
1000	9.99000	174.175
