NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:11:41
DATA_INCLUDED	Angle
DATA_TYPES	KL_Angle

Frame	Time	KL_Angle	
164	1.63000	0.000
165	1.64000	0.000
166	1.65000	0.000
167	1.66000	0.000
168	1.67000	0.000
169	1.68000	0.000
170	1.69000	161.627
171	1.70000	161.799
172	1.71000	161.950
173	1.72000	162.080
174	1.73000	162.191
175	1.74000	162.280
176	1.75000	162.285
177	1.76000	162.300
178	1.77000	162.362
179	1.78000	162.433
180	1.79000	162.502
181	1.80000	162.546
182	1.81000	162.560
183	1.82000	162.487
184	1.83000	162.390
185	1.84000	162.275
186	1.85000	162.136
187	1.86000	161.978
188	1.87000	161.817
189	1.88000	161.645
190	1.89000	161.466
191	1.90000	161.276
192	1.91000	161.078
193	1.92000	160.873
194	1.93000	160.669
195	1.94000	160.469
196	1.95000	160.272
197	1.96000	160.075
198	1.97000	159.868
199	1.98000	159.641
200	1.99000	159.388
201	2.00000	159.110
202	2.01000	158.801
203	2.02000	158.462
204	2.03000	158.093
205	2.04000	157.700
206	2.05000	157.290
207	2.06000	156.873
208	2.07000	156.452
209	2.08000	156.035
210	2.09000	155.627
211	2.10000	155.227
212	2.11000	154.827
213	2.12000	154.432
214	2.13000	154.041
215	2.14000	153.657
216	2.15000	153.285
217	2.16000	152.921
218	2.17000	152.558
219	2.18000	152.190
220	2.19000	151.807
221	2.20000	151.404
222	2.21000	150.979
223	2.22000	150.545
224	2.23000	150.100
225	2.24000	149.637
226	2.25000	149.158
227	2.26000	148.662
228	2.27000	148.162
229	2.28000	147.651
230	2.29000	147.130
231	2.30000	146.593
232	2.31000	146.036
233	2.32000	145.451
234	2.33000	144.834
235	2.34000	144.184
236	2.35000	143.506
237	2.36000	142.792
238	2.37000	142.037
239	2.38000	141.220
240	2.39000	140.334
241	2.40000	139.389
242	2.41000	138.412
243	2.42000	137.432
244	2.43000	136.471
245	2.44000	135.531
246	2.45000	134.591
247	2.46000	133.628
248	2.47000	132.629
249	2.48000	131.591
250	2.49000	130.532
251	2.50000	129.477
252	2.51000	128.445
253	2.52000	127.441
254	2.53000	126.460
255	2.54000	125.487
256	2.55000	124.510
257	2.56000	123.526
258	2.57000	122.542
259	2.58000	121.569
260	2.59000	120.613
261	2.60000	119.674
262	2.61000	118.745
263	2.62000	117.824
264	2.63000	116.911
265	2.64000	116.005
266	2.65000	115.104
267	2.66000	114.205
268	2.67000	113.307
269	2.68000	112.413
270	2.69000	111.520
271	2.70000	110.628
272	2.71000	109.738
273	2.72000	108.858
274	2.73000	107.990
275	2.74000	107.137
276	2.75000	106.300
277	2.76000	105.478
278	2.77000	104.677
279	2.78000	103.895
280	2.79000	103.131
281	2.80000	102.383
282	2.81000	101.651
283	2.82000	100.942
284	2.83000	100.261
285	2.84000	99.609
286	2.85000	98.984
287	2.86000	98.381
288	2.87000	97.798
289	2.88000	97.229
290	2.89000	96.670
291	2.90000	96.116
292	2.91000	95.565
293	2.92000	95.019
294	2.93000	94.476
295	2.94000	93.944
296	2.95000	93.424
297	2.96000	92.919
298	2.97000	92.432
299	2.98000	91.965
300	2.99000	91.514
301	3.00000	91.075
302	3.01000	90.645
303	3.02000	90.220
304	3.03000	89.796
305	3.04000	89.374
306	3.05000	88.951
307	3.06000	88.529
308	3.07000	88.119
309	3.08000	87.732
310	3.09000	87.379
311	3.10000	87.078
312	3.11000	86.845
313	3.12000	86.692
314	3.13000	86.623
315	3.14000	86.636
316	3.15000	86.724
317	3.16000	86.878
318	3.17000	87.071
319	3.18000	87.278
320	3.19000	87.475
321	3.20000	87.649
322	3.21000	87.788
323	3.22000	87.885
324	3.23000	87.941
325	3.24000	87.971
326	3.25000	87.996
327	3.26000	88.017
328	3.27000	88.018
329	3.28000	87.984
330	3.29000	87.903
331	3.30000	87.772
332	3.31000	87.589
333	3.32000	87.361
334	3.33000	87.103
335	3.34000	86.841
336	3.35000	86.595
337	3.36000	86.377
338	3.37000	86.194
339	3.38000	86.044
340	3.39000	85.929
341	3.40000	85.845
342	3.41000	85.786
343	3.42000	85.747
344	3.43000	85.724
345	3.44000	85.710
346	3.45000	85.699
347	3.46000	85.693
348	3.47000	85.690
349	3.48000	85.688
350	3.49000	85.683
351	3.50000	85.674
352	3.51000	85.661
353	3.52000	85.642
354	3.53000	85.624
355	3.54000	85.605
356	3.55000	85.587
357	3.56000	85.573
358	3.57000	85.562
359	3.58000	85.555
360	3.59000	85.550
361	3.60000	85.550
362	3.61000	85.553
363	3.62000	85.560
364	3.63000	85.574
365	3.64000	85.593
366	3.65000	85.618
367	3.66000	85.648
368	3.67000	85.680
369	3.68000	85.712
370	3.69000	85.741
371	3.70000	85.768
372	3.71000	85.789
373	3.72000	85.806
374	3.73000	85.820
375	3.74000	85.829
376	3.75000	85.837
377	3.76000	85.846
378	3.77000	85.853
379	3.78000	85.860
380	3.79000	85.868
381	3.80000	85.875
382	3.81000	85.882
383	3.82000	85.890
384	3.83000	85.899
385	3.84000	85.909
386	3.85000	85.922
387	3.86000	85.939
388	3.87000	85.960
389	3.88000	85.987
390	3.89000	86.018
391	3.90000	86.048
392	3.91000	86.076
393	3.92000	86.094
394	3.93000	86.103
395	3.94000	86.105
396	3.95000	86.108
397	3.96000	86.119
398	3.97000	86.150
399	3.98000	86.207
400	3.99000	86.290
401	4.00000	86.393
402	4.01000	86.514
403	4.02000	86.644
404	4.03000	86.780
405	4.04000	86.917
406	4.05000	87.052
407	4.06000	87.182
408	4.07000	87.312
409	4.08000	87.440
410	4.09000	87.559
411	4.10000	87.672
412	4.11000	87.782
413	4.12000	87.896
414	4.13000	88.020
415	4.14000	88.161
416	4.15000	88.323
417	4.16000	88.514
418	4.17000	88.736
419	4.18000	88.995
420	4.19000	89.287
421	4.20000	89.608
422	4.21000	89.955
423	4.22000	90.329
424	4.23000	90.728
425	4.24000	91.153
426	4.25000	91.603
427	4.26000	92.078
428	4.27000	92.582
429	4.28000	93.118
430	4.29000	93.686
431	4.30000	94.285
432	4.31000	94.914
433	4.32000	95.576
434	4.33000	96.270
435	4.34000	96.992
436	4.35000	97.742
437	4.36000	98.518
438	4.37000	99.321
439	4.38000	100.151
440	4.39000	101.002
441	4.40000	101.872
442	4.41000	102.759
443	4.42000	103.662
444	4.43000	104.583
445	4.44000	105.517
446	4.45000	106.470
447	4.46000	107.442
448	4.47000	108.439
449	4.48000	109.457
450	4.49000	110.492
451	4.50000	111.541
452	4.51000	112.597
453	4.52000	113.655
454	4.53000	114.717
455	4.54000	115.776
456	4.55000	116.835
457	4.56000	117.895
458	4.57000	118.962
459	4.58000	120.037
460	4.59000	121.118
461	4.60000	122.210
462	4.61000	123.316
463	4.62000	124.428
464	4.63000	125.549
465	4.64000	126.667
466	4.65000	127.782
467	4.66000	128.896
468	4.67000	130.010
469	4.68000	131.125
470	4.69000	132.242
471	4.70000	133.374
472	4.71000	134.524
473	4.72000	135.686
474	4.73000	136.861
475	4.74000	138.045
476	4.75000	139.240
477	4.76000	140.449
478	4.77000	141.661
479	4.78000	142.875
480	4.79000	144.084
481	4.80000	145.274
482	4.81000	146.442
483	4.82000	147.582
484	4.83000	148.695
485	4.84000	149.778
486	4.85000	150.829
487	4.86000	151.843
488	4.87000	152.814
489	4.88000	153.744
490	4.89000	154.619
491	4.90000	155.434
492	4.91000	156.189
493	4.92000	156.883
494	4.93000	157.521
495	4.94000	158.105
496	4.95000	158.635
497	4.96000	159.113
498	4.97000	159.544
499	4.98000	159.930
500	4.99000	160.275
501	5.00000	160.571
502	5.01000	160.830
503	5.02000	161.059
504	5.03000	161.252
505	5.04000	161.375
506	5.05000	161.482
507	5.06000	161.579
508	5.07000	161.667
509	5.08000	161.750
510	5.09000	161.832
511	5.10000	161.910
512	5.11000	161.993
513	5.12000	162.079
514	5.13000	162.142
515	5.14000	162.157
516	5.15000	162.181
517	5.16000	162.187
518	5.17000	162.176
519	5.18000	162.143
520	5.19000	162.093
521	5.20000	162.026
522	5.21000	161.947
523	5.22000	161.864
524	5.23000	161.783
525	5.24000	161.713
526	5.25000	161.666
527	5.26000	161.640
528	5.27000	161.641
529	5.28000	161.663
530	5.29000	161.706
531	5.30000	161.762
532	5.31000	161.828
533	5.32000	161.911
534	5.33000	161.971
535	5.34000	162.003
536	5.35000	162.007
537	5.36000	161.985
538	5.37000	161.952
539	5.38000	161.921
540	5.39000	161.903
541	5.40000	161.907
542	5.41000	161.938
543	5.42000	161.996
544	5.43000	162.040
545	5.44000	162.073
546	5.45000	162.100
547	5.46000	162.123
548	5.47000	162.143
549	5.48000	162.164
550	5.49000	162.185
551	5.50000	162.200
552	5.51000	162.212
553	5.52000	162.211
554	5.53000	162.196
555	5.54000	162.167
556	5.55000	162.127
557	5.56000	162.077
558	5.57000	162.021
559	5.58000	161.962
560	5.59000	161.905
561	5.60000	161.847
562	5.61000	161.792
563	5.62000	161.731
564	5.63000	161.665
565	5.64000	161.589
566	5.65000	161.503
567	5.66000	161.411
568	5.67000	161.315
569	5.68000	161.220
570	5.69000	161.129
571	5.70000	161.045
572	5.71000	160.972
573	5.72000	160.912
574	5.73000	160.864
575	5.74000	160.824
576	5.75000	160.793
577	5.76000	160.769
578	5.77000	160.749
579	5.78000	160.727
580	5.79000	160.698
581	5.80000	160.653
582	5.81000	160.591
583	5.82000	160.508
584	5.83000	160.406
585	5.84000	160.285
586	5.85000	160.155
587	5.86000	160.025
588	5.87000	159.900
589	5.88000	159.778
590	5.89000	159.663
591	5.90000	159.545
592	5.91000	159.427
593	5.92000	159.300
594	5.93000	159.167
595	5.94000	159.024
596	5.95000	158.865
597	5.96000	158.684
598	5.97000	158.477
599	5.98000	158.248
600	5.99000	158.000
601	6.00000	157.741
602	6.01000	157.471
603	6.02000	157.179
604	6.03000	156.856
605	6.04000	156.488
606	6.05000	156.069
607	6.06000	155.601
608	6.07000	155.099
609	6.08000	154.580
610	6.09000	154.045
611	6.10000	153.495
612	6.11000	152.931
613	6.12000	152.345
614	6.13000	151.735
615	6.14000	151.098
616	6.15000	150.423
617	6.16000	149.700
618	6.17000	148.927
619	6.18000	148.110
620	6.19000	147.265
621	6.20000	146.415
622	6.21000	145.591
623	6.22000	144.809
624	6.23000	144.069
625	6.24000	143.354
626	6.25000	142.639
627	6.26000	141.904
628	6.27000	141.147
629	6.28000	140.374
630	6.29000	139.595
631	6.30000	138.809
632	6.31000	138.012
633	6.32000	137.199
634	6.33000	136.364
635	6.34000	135.509
636	6.35000	134.636
637	6.36000	133.747
638	6.37000	132.844
639	6.38000	131.927
640	6.39000	130.996
641	6.40000	130.048
642	6.41000	129.083
643	6.42000	128.101
644	6.43000	127.105
645	6.44000	126.101
646	6.45000	125.089
647	6.46000	124.065
648	6.47000	123.026
649	6.48000	121.977
650	6.49000	120.926
651	6.50000	119.877
652	6.51000	118.835
653	6.52000	117.800
654	6.53000	116.776
655	6.54000	115.774
656	6.55000	114.799
657	6.56000	113.852
658	6.57000	112.925
659	6.58000	112.008
660	6.59000	111.098
661	6.60000	110.195
662	6.61000	109.299
663	6.62000	108.410
664	6.63000	107.532
665	6.64000	106.669
666	6.65000	105.822
667	6.66000	104.994
668	6.67000	104.182
669	6.68000	103.387
670	6.69000	102.613
671	6.70000	101.857
672	6.71000	101.115
673	6.72000	100.381
674	6.73000	99.655
675	6.74000	98.934
676	6.75000	98.219
677	6.76000	97.508
678	6.77000	96.804
679	6.78000	96.107
680	6.79000	95.416
681	6.80000	94.732
682	6.81000	94.056
683	6.82000	93.392
684	6.83000	92.742
685	6.84000	92.109
686	6.85000	91.493
687	6.86000	90.895
688	6.87000	90.315
689	6.88000	89.753
690	6.89000	89.208
691	6.90000	88.682
692	6.91000	88.180
693	6.92000	87.707
694	6.93000	87.266
695	6.94000	86.867
696	6.95000	86.517
697	6.96000	86.226
698	6.97000	85.999
699	6.98000	85.838
700	6.99000	85.741
701	7.00000	85.703
702	7.01000	85.716
703	7.02000	85.765
704	7.03000	85.834
705	7.04000	85.908
706	7.05000	85.976
707	7.06000	86.031
708	7.07000	86.064
709	7.08000	86.069
710	7.09000	86.045
711	7.10000	85.992
712	7.11000	85.913
713	7.12000	85.809
714	7.13000	85.684
715	7.14000	85.544
716	7.15000	85.394
717	7.16000	85.240
718	7.17000	85.089
719	7.18000	84.943
720	7.19000	84.805
721	7.20000	84.679
722	7.21000	84.568
723	7.22000	84.474
724	7.23000	84.394
725	7.24000	84.328
726	7.25000	84.272
727	7.26000	84.221
728	7.27000	84.172
729	7.28000	84.121
730	7.29000	84.065
731	7.30000	84.002
732	7.31000	83.933
733	7.32000	83.860
734	7.33000	83.785
735	7.34000	83.709
736	7.35000	83.632
737	7.36000	83.557
738	7.37000	83.480
739	7.38000	83.406
740	7.39000	83.334
741	7.40000	83.268
742	7.41000	83.207
743	7.42000	83.156
744	7.43000	83.117
745	7.44000	83.086
746	7.45000	83.064
747	7.46000	83.049
748	7.47000	83.039
749	7.48000	83.033
750	7.49000	83.031
751	7.50000	83.034
752	7.51000	83.040
753	7.52000	83.050
754	7.53000	83.064
755	7.54000	83.079
756	7.55000	83.094
757	7.56000	83.109
758	7.57000	83.122
759	7.58000	83.133
760	7.59000	83.144
761	7.60000	83.157
762	7.61000	83.171
763	7.62000	83.189
764	7.63000	83.209
765	7.64000	83.232
766	7.65000	83.261
767	7.66000	83.293
768	7.67000	83.327
769	7.68000	83.364
770	7.69000	83.400
771	7.70000	83.435
772	7.71000	83.468
773	7.72000	83.495
774	7.73000	83.516
775	7.74000	83.533
776	7.75000	83.545
777	7.76000	83.554
778	7.77000	83.559
779	7.78000	83.563
780	7.79000	83.565
781	7.80000	83.566
782	7.81000	83.566
783	7.82000	83.567
784	7.83000	83.568
785	7.84000	83.571
786	7.85000	83.575
787	7.86000	83.585
788	7.87000	83.597
789	7.88000	83.613
790	7.89000	83.631
791	7.90000	83.652
792	7.91000	83.677
793	7.92000	83.708
794	7.93000	83.742
795	7.94000	83.783
796	7.95000	83.830
797	7.96000	83.882
798	7.97000	83.937
799	7.98000	83.996
800	7.99000	84.057
801	8.00000	84.119
802	8.01000	84.183
803	8.02000	84.247
804	8.03000	84.310
805	8.04000	84.375
806	8.05000	84.438
807	8.06000	84.498
808	8.07000	84.553
809	8.08000	84.602
810	8.09000	84.642
811	8.10000	84.671
812	8.11000	84.696
813	8.12000	84.724
814	8.13000	84.772
815	8.14000	84.848
816	8.15000	84.953
817	8.16000	85.084
818	8.17000	85.237
819	8.18000	85.404
820	8.19000	85.576
821	8.20000	85.747
822	8.21000	85.913
823	8.22000	86.074
824	8.23000	86.234
825	8.24000	86.391
826	8.25000	86.545
827	8.26000	86.692
828	8.27000	86.834
829	8.28000	86.977
830	8.29000	87.124
831	8.30000	87.285
832	8.31000	87.466
833	8.32000	87.676
834	8.33000	87.924
835	8.34000	88.216
836	8.35000	88.555
837	8.36000	88.942
838	8.37000	89.373
839	8.38000	89.845
840	8.39000	90.354
841	8.40000	90.896
842	8.41000	91.470
843	8.42000	92.076
844	8.43000	92.715
845	8.44000	93.388
846	8.45000	94.097
847	8.46000	94.845
848	8.47000	95.627
849	8.48000	96.443
850	8.49000	97.290
851	8.50000	98.163
852	8.51000	99.064
853	8.52000	99.992
854	8.53000	100.945
855	8.54000	101.925
856	8.55000	102.934
857	8.56000	103.972
858	8.57000	105.035
859	8.58000	106.129
860	8.59000	107.256
861	8.60000	108.419
862	8.61000	109.618
863	8.62000	110.851
864	8.63000	112.111
865	8.64000	113.388
866	8.65000	114.682
867	8.66000	115.985
868	8.67000	117.288
869	8.68000	118.593
870	8.69000	119.903
871	8.70000	121.218
872	8.71000	122.541
873	8.72000	123.879
874	8.73000	125.230
875	8.74000	126.584
876	8.75000	127.949
877	8.76000	129.313
878	8.77000	130.673
879	8.78000	132.028
880	8.79000	133.379
881	8.80000	134.725
882	8.81000	136.070
883	8.82000	137.417
884	8.83000	138.768
885	8.84000	140.110
886	8.85000	141.444
887	8.86000	142.761
888	8.87000	144.063
889	8.88000	145.338
890	8.89000	146.594
891	8.90000	147.824
892	8.91000	149.019
893	8.92000	150.174
894	8.93000	151.286
895	8.94000	152.343
896	8.95000	153.343
897	8.96000	154.283
898	8.97000	155.165
899	8.98000	155.981
900	8.99000	156.741
901	9.00000	157.443
902	9.01000	158.079
903	9.02000	158.646
904	9.03000	159.152
905	9.04000	159.602
906	9.05000	160.007
907	9.06000	160.371
908	9.07000	160.698
909	9.08000	160.998
910	9.09000	161.273
911	9.10000	161.525
912	9.11000	161.751
913	9.12000	161.949
914	9.13000	162.121
915	9.14000	162.264
916	9.15000	162.372
917	9.16000	162.444
918	9.17000	162.478
919	9.18000	162.480
920	9.19000	162.456
921	9.20000	162.411
922	9.21000	162.363
923	9.22000	162.321
924	9.23000	162.301
925	9.24000	162.295
926	9.25000	162.303
927	9.26000	162.319
928	9.27000	162.344
929	9.28000	162.384
930	9.29000	162.439
931	9.30000	162.522
932	9.31000	162.612
933	9.32000	162.687
934	9.33000	162.736
935	9.34000	162.738
936	9.35000	162.695
937	9.36000	162.611
938	9.37000	162.508
939	9.38000	162.416
940	9.39000	162.356
941	9.40000	162.347
942	9.41000	162.375
943	9.42000	162.434
944	9.43000	162.516
945	9.44000	162.613
946	9.45000	162.726
947	9.46000	162.852
948	9.47000	162.994
949	9.48000	163.156
950	9.49000	163.337
951	9.50000	163.532
952	9.51000	163.737
953	9.52000	163.928
954	9.53000	164.091
955	9.54000	164.213
956	9.55000	164.294
957	9.56000	164.331
958	9.57000	164.337
959	9.58000	164.324
960	9.59000	164.303
961	9.60000	164.284
962	9.61000	164.272
963	9.62000	164.267
964	9.63000	164.270
965	9.64000	164.285
966	9.65000	164.310
967	9.66000	164.348
968	9.67000	164.393
969	9.68000	164.439
970	9.69000	164.481
971	9.70000	164.514
972	9.71000	164.533
973	9.72000	164.531
974	9.73000	164.509
975	9.74000	164.472
976	9.75000	164.443
977	9.76000	164.397
978	9.77000	164.340
979	9.78000	164.288
980	9.79000	164.252
981	9.80000	164.243
982	9.81000	164.262
983	9.82000	164.305
984	9.83000	164.374
985	9.84000	164.464
986	9.85000	164.567
987	9.86000	164.637
988	9.87000	164.680
989	9.88000	164.692
990	9.89000	164.675
991	9.90000	164.609
992	9.91000	164.548
993	9.92000	164.496
994	9.93000	164.458
995	9.94000	164.442
996	9.95000	164.440
997	9.96000	164.455
998	9.97000	164.486
999	9.98000	164.534
1000	9.99000	164.597
