NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:12:22
DATA_INCLUDED	Angular Acceleration
DATA_TYPES	KL_Angular_Acceleration

Frame	Time	KL_Angular_Acceleration	
162	1.61000	0.000
163	1.62000	0.000
164	1.63000	0.000
165	1.64000	0.000
166	1.65000	0.000
167	1.66000	0.000
168	1.67000	0.000
169	1.68000	0.000
170	1.69000	0.000
171	1.70000	-1986.358
172	1.71000	-1363.618
173	1.72000	-842.117
174	1.73000	-421.852
175	1.74000	-102.826
176	1.75000	114.963
177	1.76000	457.486
178	1.77000	97.637
179	1.78000	-27.181
180	1.79000	-239.328
181	1.80000	-309.589
182	1.81000	-868.188
183	1.82000	-233.707
184	1.83000	-190.004
185	1.84000	-227.956
186	1.85000	-196.694
187	1.86000	-36.033
188	1.87000	-99.098
189	1.88000	-78.567
190	1.89000	-101.631
191	1.90000	-91.076
192	1.91000	-57.461
193	1.92000	-5.082
194	1.93000	51.245
195	1.94000	27.433
196	1.95000	1.351
197	1.96000	-96.419
198	1.97000	-213.131
199	1.98000	-251.009
200	1.99000	-246.593
201	2.00000	-316.686
202	2.01000	-293.018
203	2.02000	-307.387
204	2.03000	-238.881
205	2.04000	-161.446
206	2.05000	-81.716
207	2.06000	-37.099
208	2.07000	43.469
209	2.08000	89.739
210	2.09000	82.610
211	2.10000	-1.082
212	2.11000	41.689
213	2.12000	44.208
214	2.13000	76.117
215	2.14000	117.682
216	2.15000	69.821
217	2.16000	20.048
218	2.17000	-51.210
219	2.18000	-150.489
220	2.19000	-203.907
221	2.20000	-212.668
222	2.21000	-92.957
223	2.22000	-108.009
224	2.23000	-183.936
225	2.24000	-165.468
226	2.25000	-155.398
227	2.26000	-54.887
228	2.27000	-104.896
229	2.28000	-89.889
230	2.29000	-176.631
231	2.30000	-192.317
232	2.31000	-279.798
233	2.32000	-319.539
234	2.33000	-323.264
235	2.34000	-290.436
236	2.35000	-350.117
237	2.36000	-419.952
238	2.37000	-616.608
239	2.38000	-686.908
240	2.39000	-600.037
241	2.40000	-307.254
242	2.41000	-39.848
243	2.42000	200.141
244	2.43000	196.308
245	2.44000	10.978
246	2.45000	-229.496
247	2.46000	-369.303
248	2.47000	-383.186
249	2.48000	-209.314
250	2.49000	40.271
251	2.50000	229.084
252	2.51000	275.349
253	2.52000	233.481
254	2.53000	76.192
255	2.54000	-33.145
256	2.55000	-69.828
257	2.56000	-5.240
258	2.57000	109.067
259	2.58000	180.716
260	2.59000	161.268
261	2.60000	93.608
262	2.61000	86.482
263	2.62000	87.360
264	2.63000	64.244
265	2.64000	50.994
266	2.65000	9.609
267	2.66000	25.384
268	2.67000	32.156
269	2.68000	7.375
270	2.69000	13.859
271	2.70000	21.571
272	2.71000	102.256
273	2.72000	115.972
274	2.73000	149.518
275	2.74000	157.792
276	2.75000	154.483
277	2.76000	209.422
278	2.77000	189.437
279	2.78000	175.655
280	2.79000	162.976
281	2.80000	165.125
282	2.81000	224.736
283	2.82000	278.514
284	2.83000	294.500
285	2.84000	264.865
286	2.85000	227.864
287	2.86000	195.829
288	2.87000	138.592
289	2.88000	101.548
290	2.89000	49.397
291	2.90000	25.937
292	2.91000	50.788
293	2.92000	41.064
294	2.93000	97.332
295	2.94000	125.913
296	2.95000	142.980
297	2.96000	188.518
298	2.97000	196.268
299	2.98000	162.167
300	2.99000	120.154
301	3.00000	86.060
302	3.01000	52.739
303	3.02000	15.871
304	3.03000	12.810
305	3.04000	-14.919
306	3.05000	22.491
307	3.06000	113.281
308	3.07000	231.092
309	3.08000	340.182
310	3.09000	517.535
311	3.10000	678.680
312	3.11000	804.861
313	3.12000	836.255
314	3.13000	819.080
315	3.14000	761.823
316	3.15000	647.966
317	3.16000	388.429
318	3.17000	149.036
319	3.18000	-102.870
320	3.19000	-232.934
321	3.20000	-355.576
322	3.21000	-410.101
323	3.22000	-410.957
324	3.23000	-258.513
325	3.24000	-56.439
326	3.25000	-40.910
327	3.26000	-191.081
328	3.27000	-358.055
329	3.28000	-464.172
330	3.29000	-500.875
331	3.30000	-523.307
332	3.31000	-456.837
333	3.32000	-286.333
334	3.33000	-51.668
335	3.34000	168.509
336	3.35000	280.803
337	3.36000	344.735
338	3.37000	333.350
339	3.38000	346.759
340	3.39000	309.520
341	3.40000	257.895
342	3.41000	195.758
343	3.42000	159.300
344	3.43000	85.138
345	3.44000	31.488
346	3.45000	52.398
347	3.46000	39.191
348	3.47000	-6.989
349	3.48000	-22.090
350	3.49000	-35.311
351	3.50000	-46.520
352	3.51000	-51.984
353	3.52000	-2.891
354	3.53000	3.169
355	3.54000	3.360
356	3.55000	40.674
357	3.56000	29.244
358	3.57000	36.223
359	3.58000	26.097
360	3.59000	46.836
361	3.60000	30.393
362	3.61000	46.497
363	3.62000	64.111
364	3.63000	53.021
365	3.64000	49.365
366	3.65000	65.032
367	3.66000	11.894
368	3.67000	-2.492
369	3.68000	-24.170
370	3.69000	-25.861
371	3.70000	-53.119
372	3.71000	-42.128
373	3.72000	-37.169
374	3.73000	-35.964
375	3.74000	-17.989
376	3.75000	8.551
377	3.76000	-25.490
378	3.77000	11.652
379	3.78000	5.091
380	3.79000	-8.114
381	3.80000	-2.750
382	3.81000	7.411
383	3.82000	14.375
384	3.83000	8.411
385	3.84000	33.888
386	3.85000	41.384
387	3.86000	32.384
388	3.87000	64.155
389	3.88000	36.808
390	3.89000	-10.478
391	3.90000	-18.302
392	3.91000	-96.259
393	3.92000	-89.220
394	3.93000	-72.214
395	3.94000	8.983
396	3.95000	79.223
397	3.96000	196.828
398	3.97000	266.522
399	3.98000	259.536
400	3.99000	196.711
401	4.00000	181.031
402	4.01000	83.362
403	4.02000	72.693
404	4.03000	1.080
405	4.04000	-21.868
406	4.05000	-37.115
407	4.06000	-12.531
408	4.07000	-20.524
409	4.08000	-77.955
410	4.09000	-70.411
411	4.10000	-24.134
412	4.11000	34.870
413	4.12000	104.525
414	4.13000	161.567
415	4.14000	220.129
416	4.15000	282.435
417	4.16000	322.138
418	4.17000	359.942
419	4.18000	324.795
420	4.19000	297.403
421	4.20000	268.226
422	4.21000	253.079
423	4.22000	261.878
424	4.23000	259.290
425	4.24000	242.815
426	4.25000	259.261
427	4.26000	276.326
428	4.27000	329.086
429	4.28000	321.368
430	4.29000	307.289
431	4.30000	304.889
432	4.31000	324.502
433	4.32000	325.289
434	4.33000	276.234
435	4.34000	274.060
436	4.35000	273.673
437	4.36000	258.829
438	4.37000	274.888
439	4.38000	209.440
440	4.39000	188.052
441	4.40000	166.752
442	4.41000	166.813
443	4.42000	176.233
444	4.43000	135.540
445	4.44000	177.476
446	4.45000	205.263
447	4.46000	236.081
448	4.47000	218.140
449	4.48000	172.213
450	4.49000	132.525
451	4.50000	76.682
452	4.51000	18.397
453	4.52000	37.967
454	4.53000	-26.852
455	4.54000	-8.302
456	4.55000	22.397
457	4.56000	61.174
458	4.57000	83.874
459	4.58000	59.754
460	4.59000	111.146
461	4.60000	131.694
462	4.61000	66.679
463	4.62000	86.106
464	4.63000	-21.023
465	4.64000	-32.641
466	4.65000	-12.888
467	4.66000	-2.103
468	4.67000	7.179
469	4.68000	30.695
470	4.69000	144.409
471	4.70000	173.950
472	4.71000	123.980
473	4.72000	137.372
474	4.73000	83.859
475	4.74000	111.689
476	4.75000	132.019
477	4.76000	37.368
478	4.77000	27.106
479	4.78000	-65.970
480	4.79000	-176.049
481	4.80000	-230.347
482	4.81000	-269.816
483	4.82000	-281.694
484	4.83000	-287.852
485	4.84000	-328.851
486	4.85000	-365.989
487	4.86000	-430.929
488	4.87000	-409.435
489	4.88000	-549.177
490	4.89000	-610.046
491	4.90000	-587.494
492	4.91000	-610.182
493	4.92000	-566.182
494	4.93000	-535.437
495	4.94000	-542.618
496	4.95000	-521.743
497	4.96000	-472.275
498	4.97000	-441.143
499	4.98000	-412.451
500	4.99000	-494.065
501	5.00000	-371.537
502	5.01000	-294.595
503	5.02000	-361.160
504	5.03000	-701.350
505	5.04000	-162.117
506	5.05000	-96.511
507	5.06000	-88.059
508	5.07000	-49.381
509	5.08000	-11.346
510	5.09000	-48.548
511	5.10000	63.297
512	5.11000	23.353
513	5.12000	-232.976
514	5.13000	-474.895
515	5.14000	80.568
516	5.15000	-169.586
517	5.16000	-177.703
518	5.17000	-206.504
519	5.18000	-183.362
520	5.19000	-165.585
521	5.20000	-116.645
522	5.21000	-46.273
523	5.22000	25.124
524	5.23000	102.457
525	5.24000	241.458
526	5.25000	198.118
527	5.26000	278.650
528	5.27000	208.635
529	5.28000	205.287
530	5.29000	131.885
531	5.30000	104.156
532	5.31000	165.525
533	5.32000	-224.621
534	5.33000	-288.078
535	5.34000	-277.097
536	5.35000	-250.777
537	5.36000	-119.719
538	5.37000	22.467
539	5.38000	130.806
540	5.39000	216.702
541	5.40000	268.441
542	5.41000	276.095
543	5.42000	-147.553
544	5.43000	-102.065
545	5.44000	-58.847
546	5.45000	-48.059
547	5.46000	-26.117
548	5.47000	11.826
549	5.48000	-6.078
550	5.49000	-50.883
551	5.50000	-39.677
552	5.51000	-118.532
553	5.52000	-151.445
554	5.53000	-135.342
555	5.54000	-110.311
556	5.55000	-96.533
557	5.56000	-64.132
558	5.57000	-25.477
559	5.58000	10.924
560	5.59000	0.579
561	5.60000	19.348
562	5.61000	-49.481
563	5.62000	-50.220
564	5.63000	-109.832
565	5.64000	-90.440
566	5.65000	-69.076
567	5.66000	-34.969
568	5.67000	10.095
569	5.68000	41.188
570	5.69000	69.716
571	5.70000	105.531
572	5.71000	133.284
573	5.72000	122.081
574	5.73000	81.379
575	5.74000	81.225
576	5.75000	72.681
577	5.76000	47.975
578	5.77000	-30.417
579	5.78000	-64.376
580	5.79000	-158.938
581	5.80000	-170.433
582	5.81000	-206.327
583	5.82000	-203.428
584	5.83000	-175.712
585	5.84000	-99.004
586	5.85000	2.563
587	5.86000	51.811
588	5.87000	33.393
589	5.88000	59.476
590	5.89000	-19.261
591	5.90000	-10.587
592	5.91000	-80.309
593	5.92000	-59.875
594	5.93000	-104.187
595	5.94000	-162.160
596	5.95000	-218.094
597	5.96000	-263.207
598	5.97000	-215.677
599	5.98000	-182.633
600	5.99000	-118.846
601	6.00000	-107.609
602	6.01000	-227.709
603	6.02000	-302.202
604	6.03000	-448.291
605	6.04000	-519.971
606	6.05000	-478.077
607	6.06000	-346.955
608	6.07000	-173.424
609	6.08000	-153.414
610	6.09000	-150.713
611	6.10000	-143.103
612	6.11000	-213.801
613	6.12000	-238.634
614	6.13000	-283.012
615	6.14000	-368.120
616	6.15000	-482.635
617	6.16000	-501.285
618	6.17000	-441.468
619	6.18000	-280.955
620	6.19000	-48.412
621	6.20000	259.621
622	6.21000	425.806
623	6.22000	417.401
624	6.23000	240.025
625	6.24000	7.516
626	6.25000	-193.783
627	6.26000	-227.832
628	6.27000	-154.985
629	6.28000	-65.660
630	6.29000	-63.028
631	6.30000	-123.047
632	6.31000	-149.836
633	6.32000	-213.558
634	6.33000	-215.798
635	6.34000	-172.195
636	6.35000	-152.885
637	6.36000	-154.298
638	6.37000	-130.347
639	6.38000	-143.278
640	6.39000	-164.862
641	6.40000	-181.689
642	6.41000	-160.073
643	6.42000	-141.111
644	6.43000	-81.094
645	6.44000	-83.201
646	6.45000	-115.471
647	6.46000	-146.134
648	6.47000	-104.970
649	6.48000	-22.287
650	6.49000	21.826
651	6.50000	70.942
652	6.51000	67.097
653	6.52000	107.780
654	6.53000	225.554
655	6.54000	265.302
656	6.55000	288.506
657	6.56000	191.027
658	6.57000	106.272
659	6.58000	69.904
660	6.59000	63.238
661	6.60000	74.972
662	6.61000	68.559
663	6.62000	109.063
664	6.63000	154.878
665	6.64000	158.759
666	6.65000	185.432
667	6.66000	160.655
668	6.67000	174.739
669	6.68000	206.677
670	6.69000	185.883
671	6.70000	132.963
672	6.71000	84.452
673	6.72000	72.585
674	6.73000	57.471
675	6.74000	50.482
676	6.75000	54.279
677	6.76000	60.156
678	6.77000	69.301
679	6.78000	68.504
680	6.79000	58.065
681	6.80000	88.552
682	6.81000	118.930
683	6.82000	141.582
684	6.83000	165.327
685	6.84000	171.611
686	6.85000	179.138
687	6.86000	183.860
688	6.87000	179.874
689	6.88000	162.285
690	6.89000	193.426
691	6.90000	243.065
692	6.91000	289.836
693	6.92000	323.375
694	6.93000	411.959
695	6.94000	492.231
696	6.95000	595.249
697	6.96000	633.649
698	6.97000	662.250
699	6.98000	638.833
700	6.99000	597.020
701	7.00000	504.086
702	7.01000	355.426
703	7.02000	204.187
704	7.03000	54.179
705	7.04000	-61.262
706	7.05000	-137.653
707	7.06000	-215.259
708	7.07000	-274.711
709	7.08000	-294.112
710	7.09000	-291.709
711	7.10000	-265.724
712	7.11000	-239.213
713	7.12000	-209.001
714	7.13000	-162.604
715	7.14000	-88.379
716	7.15000	-39.696
717	7.16000	22.797
718	7.17000	46.641
719	7.18000	88.914
720	7.19000	121.784
721	7.20000	147.900
722	7.21000	162.165
723	7.22000	147.264
724	7.23000	139.136
725	7.24000	100.927
726	7.25000	50.145
727	7.26000	14.977
728	7.27000	-17.190
729	7.28000	-51.827
730	7.29000	-61.604
731	7.30000	-67.738
732	7.31000	-38.016
733	7.32000	-20.340
734	7.33000	-9.657
735	7.34000	-11.898
736	7.35000	13.791
737	7.36000	-6.527
738	7.37000	19.617
739	7.38000	26.526
740	7.39000	54.599
741	7.40000	58.308
742	7.41000	98.003
743	7.42000	110.612
744	7.43000	88.286
745	7.44000	90.874
746	7.45000	70.097
747	7.46000	48.293
748	7.47000	36.403
749	7.48000	42.179
750	7.49000	48.010
751	7.50000	29.533
752	7.51000	51.535
753	7.52000	27.506
754	7.53000	7.981
755	7.54000	13.716
756	7.55000	-9.565
757	7.56000	-14.889
758	7.57000	-29.202
759	7.58000	11.324
760	7.59000	8.093
761	7.60000	19.305
762	7.61000	39.166
763	7.62000	12.507
764	7.63000	38.749
765	7.64000	50.175
766	7.65000	44.155
767	7.66000	13.176
768	7.67000	22.157
769	7.68000	3.873
770	7.69000	-16.165
771	7.70000	-29.433
772	7.71000	-43.786
773	7.72000	-66.780
774	7.73000	-41.306
775	7.74000	-49.291
776	7.75000	-33.951
777	7.76000	-33.680
778	7.77000	-13.142
779	7.78000	-18.326
780	7.79000	-11.182
781	7.80000	-12.184
782	7.81000	10.242
783	7.82000	0.744
784	7.83000	20.522
785	7.84000	13.699
786	7.85000	56.237
787	7.86000	18.238
788	7.87000	45.231
789	7.88000	22.119
790	7.89000	22.152
791	7.90000	41.782
792	7.91000	61.832
793	7.92000	35.474
794	7.93000	62.695
795	7.94000	56.023
796	7.95000	59.187
797	7.96000	26.173
798	7.97000	38.587
799	7.98000	21.302
800	7.99000	11.250
801	8.00000	17.244
802	8.01000	1.285
803	8.02000	-5.351
804	8.03000	11.194
805	8.04000	-14.356
806	8.05000	-35.889
807	8.06000	-39.836
808	8.07000	-68.383
809	8.08000	-82.944
810	8.09000	-114.473
811	8.10000	-47.171
812	8.11000	46.363
813	8.12000	188.135
814	8.13000	280.502
815	8.14000	297.813
816	8.15000	253.748
817	8.16000	214.757
818	8.17000	144.679
819	8.18000	56.100
820	8.19000	-12.430
821	8.20000	-52.283
822	8.21000	-47.237
823	8.22000	-20.032
824	8.23000	-18.096
825	8.24000	-37.807
826	8.25000	-65.860
827	8.26000	-49.998
828	8.27000	5.586
829	8.28000	48.120
830	8.29000	134.519
831	8.30000	199.132
832	8.31000	296.424
833	8.32000	377.086
834	8.33000	434.952
835	8.34000	475.010
836	8.35000	475.680
837	8.36000	444.036
838	8.37000	410.689
839	8.38000	365.822
840	8.39000	327.680
841	8.40000	326.867
842	8.41000	318.423
843	8.42000	330.111
844	8.43000	332.093
845	8.44000	375.369
846	8.45000	374.801
847	8.46000	353.926
848	8.47000	328.479
849	8.48000	316.696
850	8.49000	251.072
851	8.50000	295.723
852	8.51000	251.931
853	8.52000	260.297
854	8.53000	271.416
855	8.54000	284.235
856	8.55000	294.046
857	8.56000	254.159
858	8.57000	299.763
859	8.58000	339.924
860	8.59000	354.945
861	8.60000	361.577
862	8.61000	333.842
863	8.62000	275.509
864	8.63000	165.322
865	8.64000	172.335
866	8.65000	94.973
867	8.66000	-4.692
868	8.67000	27.298
869	8.68000	42.878
870	8.69000	49.721
871	8.70000	78.213
872	8.71000	153.170
873	8.72000	136.012
874	8.73000	23.054
875	8.74000	103.516
876	8.75000	1.203
877	8.76000	-40.922
878	8.77000	-56.207
879	8.78000	-38.720
880	8.79000	-47.742
881	8.80000	-9.315
882	8.81000	22.533
883	8.82000	32.588
884	8.83000	-78.577
885	8.84000	-89.667
886	8.85000	-165.965
887	8.86000	-155.540
888	8.87000	-262.515
889	8.88000	-195.450
890	8.89000	-265.155
891	8.90000	-338.089
892	8.91000	-401.818
893	8.92000	-439.463
894	8.93000	-539.305
895	8.94000	-573.134
896	8.95000	-600.912
897	8.96000	-588.663
898	8.97000	-650.025
899	8.98000	-559.849
900	8.99000	-582.685
901	9.00000	-659.777
902	9.01000	-682.550
903	9.02000	-623.957
904	9.03000	-548.469
905	9.04000	-454.017
906	9.05000	-411.351
907	9.06000	-367.555
908	9.07000	-279.345
909	9.08000	-240.117
910	9.09000	-225.829
911	9.10000	-268.124
912	9.11000	-275.827
913	9.12000	-267.429
914	9.13000	-288.812
915	9.14000	-338.285
916	9.15000	-368.237
917	9.16000	-384.968
918	9.17000	-312.251
919	9.18000	-266.220
920	9.19000	-199.121
921	9.20000	-37.877
922	9.21000	61.462
923	9.22000	222.244
924	9.23000	129.026
925	9.24000	150.006
926	9.25000	84.105
927	9.26000	79.559
928	9.27000	157.443
929	9.28000	147.933
930	9.29000	277.848
931	9.30000	64.376
932	9.31000	-140.104
933	9.32000	-256.575
934	9.33000	-485.691
935	9.34000	-436.727
936	9.35000	-414.145
937	9.36000	-189.118
938	9.37000	109.450
939	9.38000	316.050
940	9.39000	519.234
941	9.40000	366.312
942	9.41000	303.738
943	9.42000	237.162
944	9.43000	148.373
945	9.44000	159.748
946	9.45000	121.436
947	9.46000	168.900
948	9.47000	200.674
949	9.48000	188.454
950	9.49000	144.345
951	9.50000	88.385
952	9.51000	-128.173
953	9.52000	-287.798
954	9.53000	-405.453
955	9.54000	-415.820
956	9.55000	-432.361
957	9.56000	-313.957
958	9.57000	-192.909
959	9.58000	-75.672
960	9.59000	23.016
961	9.60000	69.823
962	9.61000	64.076
963	9.62000	84.599
964	9.63000	113.046
965	9.64000	107.498
966	9.65000	120.062
967	9.66000	77.979
968	9.67000	17.531
969	9.68000	-51.259
970	9.69000	-85.952
971	9.70000	-139.674
972	9.71000	-218.977
973	9.72000	-192.990
974	9.73000	-149.057
975	9.74000	82.092
976	9.75000	-176.611
977	9.76000	-99.056
978	9.77000	34.946
979	9.78000	176.399
980	9.79000	260.519
981	9.80000	279.715
982	9.81000	235.902
983	9.82000	271.306
984	9.83000	203.007
985	9.84000	129.075
986	9.85000	-324.554
987	9.86000	-276.082
988	9.87000	-303.786
989	9.88000	-298.119
990	9.89000	-481.442
991	9.90000	48.978
992	9.91000	79.949
993	9.92000	155.150
994	9.93000	205.310
995	9.94000	215.462
996	9.95000	186.943
997	9.96000	119.752
998	9.97000	13.888
999	9.98000	-130.647
1000	9.99000	0.000
