NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:10:58
DATA_INCLUDED	Angular Acceleration
DATA_TYPES	HL_Angular_Acceleration

Frame	Time	HL_Angular_Acceleration	
162	1.61000	0.000
163	1.62000	0.000
164	1.63000	0.000
165	1.64000	0.000
166	1.65000	0.000
167	1.66000	0.000
168	1.67000	0.000
169	1.68000	0.000
170	1.69000	0.000
171	1.70000	-4117.818
172	1.71000	-2920.224
173	1.72000	-1905.363
174	1.73000	-1073.236
175	1.74000	-423.842
176	1.75000	42.819
177	1.76000	731.661
178	1.77000	195.965
179	1.78000	19.703
180	1.79000	-208.320
181	1.80000	-325.172
182	1.81000	-1305.114
183	1.82000	-189.109
184	1.83000	-200.650
185	1.84000	-307.223
186	1.85000	-294.688
187	1.86000	-32.333
188	1.87000	-76.649
189	1.88000	-74.502
190	1.89000	-74.423
191	1.90000	-69.443
192	1.91000	-97.308
193	1.92000	-72.113
194	1.93000	-68.888
195	1.94000	-121.677
196	1.95000	-159.011
197	1.96000	-234.746
198	1.97000	-295.437
199	1.98000	-322.481
200	1.99000	-241.636
201	2.00000	-269.234
202	2.01000	-262.125
203	2.02000	-285.607
204	2.03000	-293.140
205	2.04000	-301.275
206	2.05000	-233.574
207	2.06000	-241.534
208	2.07000	-106.151
209	2.08000	13.326
210	2.09000	75.598
211	2.10000	78.481
212	2.11000	177.594
213	2.12000	139.186
214	2.13000	86.314
215	2.14000	68.062
216	2.15000	42.887
217	2.16000	-55.288
218	2.17000	-18.252
219	2.18000	-40.963
220	2.19000	-114.852
221	2.20000	-115.113
222	2.21000	43.343
223	2.22000	58.955
224	2.23000	-9.534
225	2.24000	-22.588
226	2.25000	-50.025
227	2.26000	64.904
228	2.27000	-8.098
229	2.28000	-68.305
230	2.29000	-187.065
231	2.30000	-190.281
232	2.31000	-158.254
233	2.32000	-93.464
234	2.33000	-71.087
235	2.34000	-21.072
236	2.35000	7.388
237	2.36000	90.737
238	2.37000	-60.761
239	2.38000	-238.374
240	2.39000	-249.437
241	2.40000	-111.905
242	2.41000	25.912
243	2.42000	175.072
244	2.43000	193.561
245	2.44000	135.839
246	2.45000	36.717
247	2.46000	-47.589
248	2.47000	-120.695
249	2.48000	-170.730
250	2.49000	-32.763
251	2.50000	94.096
252	2.51000	120.496
253	2.52000	133.595
254	2.53000	77.044
255	2.54000	33.630
256	2.55000	26.684
257	2.56000	27.176
258	2.57000	78.033
259	2.58000	120.524
260	2.59000	123.861
261	2.60000	72.566
262	2.61000	65.030
263	2.62000	51.426
264	2.63000	25.431
265	2.64000	30.802
266	2.65000	23.556
267	2.66000	31.560
268	2.67000	65.212
269	2.68000	77.054
270	2.69000	54.156
271	2.70000	36.336
272	2.71000	27.180
273	2.72000	-37.766
274	2.73000	-71.093
275	2.74000	-86.402
276	2.75000	-96.443
277	2.76000	-38.322
278	2.77000	-27.812
279	2.78000	11.332
280	2.79000	6.449
281	2.80000	16.801
282	2.81000	-26.863
283	2.82000	-24.332
284	2.83000	-43.781
285	2.84000	-18.158
286	2.85000	8.890
287	2.86000	57.001
288	2.87000	60.407
289	2.88000	93.515
290	2.89000	117.766
291	2.90000	163.748
292	2.91000	229.673
293	2.92000	246.227
294	2.93000	259.542
295	2.94000	321.325
296	2.95000	311.276
297	2.96000	297.397
298	2.97000	308.853
299	2.98000	281.124
300	2.99000	313.659
301	3.00000	362.131
302	3.01000	365.252
303	3.02000	351.340
304	3.03000	317.111
305	3.04000	330.886
306	3.05000	303.301
307	3.06000	325.010
308	3.07000	399.836
309	3.08000	457.840
310	3.09000	569.116
311	3.10000	649.263
312	3.11000	664.132
313	3.12000	624.122
314	3.13000	490.843
315	3.14000	375.406
316	3.15000	226.806
317	3.16000	136.994
318	3.17000	134.084
319	3.18000	154.705
320	3.19000	214.335
321	3.20000	248.410
322	3.21000	251.320
323	3.22000	187.275
324	3.23000	123.615
325	3.24000	66.274
326	3.25000	11.601
327	3.26000	3.632
328	3.27000	49.757
329	3.28000	107.363
330	3.29000	137.594
331	3.30000	91.922
332	3.31000	63.770
333	3.32000	32.775
334	3.33000	4.025
335	3.34000	-32.220
336	3.35000	-43.145
337	3.36000	-14.606
338	3.37000	73.758
339	3.38000	33.737
340	3.39000	8.363
341	3.40000	-23.021
342	3.41000	-58.665
343	3.42000	-56.243
344	3.43000	-99.740
345	3.44000	-145.806
346	3.45000	-135.186
347	3.46000	-99.789
348	3.47000	-72.030
349	3.48000	-173.976
350	3.49000	-133.841
351	3.50000	-138.628
352	3.51000	-150.261
353	3.52000	-114.653
354	3.53000	-124.803
355	3.54000	-130.281
356	3.55000	-109.634
357	3.56000	-108.631
358	3.57000	-94.825
359	3.58000	-118.041
360	3.59000	-95.969
361	3.60000	-125.883
362	3.61000	-132.774
363	3.62000	-138.327
364	3.63000	-128.763
365	3.64000	-156.477
366	3.65000	-141.230
367	3.66000	-181.920
368	3.67000	-167.729
369	3.68000	-195.281
370	3.69000	-162.897
371	3.70000	-177.923
372	3.71000	-178.115
373	3.72000	-134.062
374	3.73000	-111.028
375	3.74000	-100.464
376	3.75000	-81.400
377	3.76000	-119.289
378	3.77000	-96.559
379	3.78000	-114.632
380	3.79000	-126.407
381	3.80000	-148.054
382	3.81000	-177.940
383	3.82000	-152.610
384	3.83000	-171.808
385	3.84000	-153.218
386	3.85000	-155.964
387	3.86000	-145.184
388	3.87000	-104.006
389	3.88000	-69.073
390	3.89000	-62.935
391	3.90000	-16.113
392	3.91000	-5.834
393	3.92000	25.183
394	3.93000	63.390
395	3.94000	129.439
396	3.95000	192.915
397	3.96000	256.626
398	3.97000	316.737
399	3.98000	381.404
400	3.99000	429.606
401	4.00000	402.749
402	4.01000	371.038
403	4.02000	349.795
404	4.03000	297.955
405	4.04000	295.876
406	4.05000	286.913
407	4.06000	323.753
408	4.07000	356.128
409	4.08000	392.830
410	4.09000	449.943
411	4.10000	457.279
412	4.11000	522.967
413	4.12000	589.650
414	4.13000	621.265
415	4.14000	688.840
416	4.15000	701.081
417	4.16000	706.810
418	4.17000	673.697
419	4.18000	597.462
420	4.19000	526.615
421	4.20000	468.644
422	4.21000	414.192
423	4.22000	398.507
424	4.23000	373.655
425	4.24000	354.491
426	4.25000	335.755
427	4.26000	313.484
428	4.27000	328.150
429	4.28000	319.519
430	4.29000	328.665
431	4.30000	345.184
432	4.31000	354.287
433	4.32000	349.096
434	4.33000	293.514
435	4.34000	291.213
436	4.35000	272.607
437	4.36000	216.672
438	4.37000	214.575
439	4.38000	166.289
440	4.39000	153.854
441	4.40000	134.045
442	4.41000	118.215
443	4.42000	101.276
444	4.43000	60.912
445	4.44000	95.359
446	4.45000	88.618
447	4.46000	47.629
448	4.47000	5.548
449	4.48000	-80.448
450	4.49000	-157.490
451	4.50000	-215.850
452	4.51000	-240.860
453	4.52000	-236.651
454	4.53000	-215.745
455	4.54000	-141.910
456	4.55000	-91.316
457	4.56000	-61.832
458	4.57000	-53.282
459	4.58000	-90.014
460	4.59000	-160.007
461	4.60000	-171.164
462	4.61000	-230.658
463	4.62000	-263.558
464	4.63000	-241.296
465	4.64000	-224.925
466	4.65000	-120.053
467	4.66000	-94.529
468	4.67000	-88.171
469	4.68000	-105.786
470	4.69000	-117.890
471	4.70000	-113.872
472	4.71000	-169.443
473	4.72000	-189.017
474	4.73000	-168.764
475	4.74000	-119.702
476	4.75000	28.270
477	4.76000	-116.594
478	4.77000	-4.876
479	4.78000	-127.186
480	4.79000	-233.129
481	4.80000	-275.363
482	4.81000	-289.816
483	4.82000	-309.534
484	4.83000	-295.958
485	4.84000	-239.372
486	4.85000	-191.219
487	4.86000	-242.045
488	4.87000	-123.847
489	4.88000	-295.595
490	4.89000	-352.039
491	4.90000	-341.851
492	4.91000	-463.271
493	4.92000	-498.923
494	4.93000	-512.930
495	4.94000	-501.429
496	4.95000	-470.989
497	4.96000	-408.538
498	4.97000	-385.346
499	4.98000	-298.284
500	4.99000	-408.305
501	5.00000	-290.922
502	5.01000	-263.722
503	5.02000	-412.616
504	5.03000	-996.075
505	5.04000	-204.159
506	5.05000	-71.938
507	5.06000	-17.087
508	5.07000	50.956
509	5.08000	129.057
510	5.09000	57.706
511	5.10000	187.895
512	5.11000	112.493
513	5.12000	-277.573
514	5.13000	-669.483
515	5.14000	154.999
516	5.15000	-181.163
517	5.16000	-212.956
518	5.17000	-257.195
519	5.18000	-279.520
520	5.19000	-302.233
521	5.20000	-267.394
522	5.21000	-213.211
523	5.22000	-135.330
524	5.23000	-89.453
525	5.24000	52.444
526	5.25000	27.812
527	5.26000	133.087
528	5.27000	79.713
529	5.28000	77.439
530	5.29000	44.013
531	5.30000	39.029
532	5.31000	215.321
533	5.32000	-361.534
534	5.33000	-424.103
535	5.34000	-333.673
536	5.35000	-194.586
537	5.36000	-14.869
538	5.37000	164.926
539	5.38000	294.589
540	5.39000	382.718
541	5.40000	417.535
542	5.41000	382.743
543	5.42000	-285.388
544	5.43000	-189.507
545	5.44000	-123.703
546	5.45000	-62.334
547	5.46000	-25.139
548	5.47000	24.255
549	5.48000	19.590
550	5.49000	-21.193
551	5.50000	23.263
552	5.51000	-122.974
553	5.52000	-146.278
554	5.53000	-144.400
555	5.54000	-101.616
556	5.55000	-61.724
557	5.56000	-5.206
558	5.57000	34.392
559	5.58000	84.154
560	5.59000	104.196
561	5.60000	151.786
562	5.61000	19.366
563	5.62000	30.247
564	5.63000	-22.687
565	5.64000	-29.892
566	5.65000	-36.753
567	5.66000	-23.578
568	5.67000	-3.083
569	5.68000	-0.609
570	5.69000	23.908
571	5.70000	56.427
572	5.71000	96.450
573	5.72000	116.202
574	5.73000	83.043
575	5.74000	62.725
576	5.75000	83.949
577	5.76000	81.601
578	5.77000	42.006
579	5.78000	-6.204
580	5.79000	-80.005
581	5.80000	-99.657
582	5.81000	-137.125
583	5.82000	-173.027
584	5.83000	-188.690
585	5.84000	-161.721
586	5.85000	-92.930
587	5.86000	-78.359
588	5.87000	-99.822
589	5.88000	-142.592
590	5.89000	-273.942
591	5.90000	-339.548
592	5.91000	-473.583
593	5.92000	-438.811
594	5.93000	-482.951
595	5.94000	-505.212
596	5.95000	-560.999
597	5.96000	-579.715
598	5.97000	-537.794
599	5.98000	-542.054
600	5.99000	-507.502
601	6.00000	-480.071
602	6.01000	-505.104
603	6.02000	-424.397
604	6.03000	-524.876
605	6.04000	-571.155
606	6.05000	-567.112
607	6.06000	-462.860
608	6.07000	-358.342
609	6.08000	-311.000
610	6.09000	-323.529
611	6.10000	-196.345
612	6.11000	-168.236
613	6.12000	-152.706
614	6.13000	-170.327
615	6.14000	-244.976
616	6.15000	-328.347
617	6.16000	-377.597
618	6.17000	-412.579
619	6.18000	-329.545
620	6.19000	-194.703
621	6.20000	126.012
622	6.21000	248.601
623	6.22000	273.387
624	6.23000	175.464
625	6.24000	-5.581
626	6.25000	-172.373
627	6.26000	-233.117
628	6.27000	-187.000
629	6.28000	-91.455
630	6.29000	-23.700
631	6.30000	-9.674
632	6.31000	4.910
633	6.32000	-9.731
634	6.33000	-8.891
635	6.34000	29.141
636	6.35000	76.307
637	6.36000	81.408
638	6.37000	136.102
639	6.38000	126.079
640	6.39000	102.007
641	6.40000	90.317
642	6.41000	97.868
643	6.42000	112.743
644	6.43000	111.717
645	6.44000	82.096
646	6.45000	54.218
647	6.46000	32.125
648	6.47000	42.220
649	6.48000	198.853
650	6.49000	237.663
651	6.50000	322.006
652	6.51000	318.773
653	6.52000	307.553
654	6.53000	284.427
655	6.54000	241.500
656	6.55000	220.347
657	6.56000	129.727
658	6.57000	74.174
659	6.58000	136.343
660	6.59000	139.747
661	6.60000	205.623
662	6.61000	212.598
663	6.62000	227.746
664	6.63000	230.181
665	6.64000	214.810
666	6.65000	237.525
667	6.66000	177.681
668	6.67000	185.001
669	6.68000	192.419
670	6.69000	255.083
671	6.70000	251.116
672	6.71000	246.169
673	6.72000	241.887
674	6.73000	234.928
675	6.74000	199.718
676	6.75000	203.212
677	6.76000	182.706
678	6.77000	174.368
679	6.78000	208.088
680	6.79000	262.017
681	6.80000	301.333
682	6.81000	354.610
683	6.82000	387.097
684	6.83000	390.770
685	6.84000	347.233
686	6.85000	318.833
687	6.86000	298.142
688	6.87000	268.429
689	6.88000	249.937
690	6.89000	288.463
691	6.90000	209.397
692	6.91000	270.258
693	6.92000	332.082
694	6.93000	414.222
695	6.94000	484.053
696	6.95000	564.523
697	6.96000	589.464
698	6.97000	594.078
699	6.98000	522.484
700	6.99000	451.887
701	7.00000	286.072
702	7.01000	248.991
703	7.02000	226.214
704	7.03000	134.606
705	7.04000	121.949
706	7.05000	114.943
707	7.06000	82.469
708	7.07000	41.571
709	7.08000	-0.169
710	7.09000	-15.036
711	7.10000	-47.318
712	7.11000	-93.300
713	7.12000	-74.363
714	7.13000	-146.460
715	7.14000	-94.230
716	7.15000	-81.928
717	7.16000	-41.959
718	7.17000	-19.249
719	7.18000	35.496
720	7.19000	93.357
721	7.20000	108.681
722	7.21000	149.408
723	7.22000	160.636
724	7.23000	129.734
725	7.24000	112.148
726	7.25000	58.196
727	7.26000	-7.099
728	7.27000	-70.991
729	7.28000	-135.831
730	7.29000	-166.946
731	7.30000	-183.261
732	7.31000	-174.300
733	7.32000	-181.932
734	7.33000	-168.608
735	7.34000	-137.104
736	7.35000	-98.179
737	7.36000	-95.769
738	7.37000	-52.619
739	7.38000	-43.328
740	7.39000	-13.938
741	7.40000	-19.652
742	7.41000	-17.941
743	7.42000	-41.729
744	7.43000	-89.687
745	7.44000	-99.084
746	7.45000	-135.318
747	7.46000	-145.132
748	7.47000	-168.205
749	7.48000	-152.632
750	7.49000	-154.157
751	7.50000	-145.145
752	7.51000	-117.585
753	7.52000	-113.651
754	7.53000	-109.574
755	7.54000	-98.638
756	7.55000	-97.753
757	7.56000	-91.793
758	7.57000	-114.945
759	7.58000	-99.511
760	7.59000	-104.630
761	7.60000	-82.651
762	7.61000	-60.285
763	7.62000	-33.944
764	7.63000	16.943
765	7.64000	33.844
766	7.65000	59.930
767	7.66000	30.526
768	7.67000	34.507
769	7.68000	-13.603
770	7.69000	-31.549
771	7.70000	-78.873
772	7.71000	-89.365
773	7.72000	-114.644
774	7.73000	-100.545
775	7.74000	-101.592
776	7.75000	-90.844
777	7.76000	-81.079
778	7.77000	-49.376
779	7.78000	-38.781
780	7.79000	-23.466
781	7.80000	-8.719
782	7.81000	6.583
783	7.82000	-17.152
784	7.83000	-8.377
785	7.84000	-31.387
786	7.85000	-40.036
787	7.86000	-75.035
788	7.87000	-102.961
789	7.88000	-131.578
790	7.89000	-147.362
791	7.90000	-141.302
792	7.91000	-151.483
793	7.92000	-177.702
794	7.93000	-148.718
795	7.94000	-156.829
796	7.95000	-146.729
797	7.96000	-161.117
798	7.97000	-156.427
799	7.98000	-141.661
800	7.99000	-138.242
801	8.00000	-127.320
802	8.01000	-128.316
803	8.02000	-133.480
804	8.03000	-97.491
805	8.04000	-97.493
806	8.05000	-76.402
807	8.06000	-38.798
808	8.07000	-13.980
809	8.08000	40.868
810	8.09000	57.666
811	8.10000	125.972
812	8.11000	255.733
813	8.12000	283.436
814	8.13000	384.553
815	8.14000	436.901
816	8.15000	434.231
817	8.16000	461.289
818	8.17000	460.154
819	8.18000	419.521
820	8.19000	359.309
821	8.20000	301.613
822	8.21000	279.308
823	8.22000	177.535
824	8.23000	207.834
825	8.24000	222.538
826	8.25000	252.313
827	8.26000	350.873
828	8.27000	466.933
829	8.28000	555.637
830	8.29000	650.383
831	8.30000	684.494
832	8.31000	684.884
833	8.32000	683.759
834	8.33000	654.923
835	8.34000	624.303
836	8.35000	561.817
837	8.36000	468.794
838	8.37000	408.888
839	8.38000	347.231
840	8.39000	296.749
841	8.40000	284.724
842	8.41000	269.602
843	8.42000	285.844
844	8.43000	290.150
845	8.44000	335.228
846	8.45000	332.553
847	8.46000	321.757
848	8.47000	314.319
849	8.48000	289.912
850	8.49000	271.198
851	8.50000	300.562
852	8.51000	277.780
853	8.52000	277.596
854	8.53000	262.261
855	8.54000	256.058
856	8.55000	252.159
857	8.56000	198.493
858	8.57000	192.068
859	8.58000	188.210
860	8.59000	189.095
861	8.60000	172.095
862	8.61000	128.511
863	8.62000	93.277
864	8.63000	-46.827
865	8.64000	8.001
866	8.65000	-52.582
867	8.66000	-99.009
868	8.67000	-57.204
869	8.68000	-24.385
870	8.69000	-33.073
871	8.70000	-36.225
872	8.71000	-80.566
873	8.72000	-106.881
874	8.73000	-238.642
875	8.74000	-114.996
876	8.75000	-198.974
877	8.76000	-158.529
878	8.77000	-172.999
879	8.78000	-45.850
880	8.79000	-49.759
881	8.80000	-64.022
882	8.81000	-110.929
883	8.82000	-87.804
884	8.83000	-147.197
885	8.84000	-127.121
886	8.85000	-186.069
887	8.86000	-158.047
888	8.87000	-319.969
889	8.88000	-121.294
890	8.89000	-159.600
891	8.90000	-204.570
892	8.91000	-253.109
893	8.92000	-237.685
894	8.93000	-280.152
895	8.94000	-322.602
896	8.95000	-360.815
897	8.96000	-393.805
898	8.97000	-521.164
899	8.98000	-394.705
900	8.99000	-398.559
901	9.00000	-527.794
902	9.01000	-559.361
903	9.02000	-543.103
904	9.03000	-528.343
905	9.04000	-500.738
906	9.05000	-493.699
907	9.06000	-487.643
908	9.07000	-407.822
909	9.08000	-320.676
910	9.09000	-289.996
911	9.10000	-427.048
912	9.11000	-421.331
913	9.12000	-399.757
914	9.13000	-340.318
915	9.14000	-308.248
916	9.15000	-300.892
917	9.16000	-257.478
918	9.17000	-150.216
919	9.18000	-74.304
920	9.19000	-62.503
921	9.20000	-38.716
922	9.21000	23.874
923	9.22000	193.878
924	9.23000	-8.541
925	9.24000	6.164
926	9.25000	-138.390
927	9.26000	-119.036
928	9.27000	-23.582
929	9.28000	32.309
930	9.29000	274.784
931	9.30000	-109.120
932	9.31000	-462.187
933	9.32000	-654.914
934	9.33000	-965.710
935	9.34000	-782.092
936	9.35000	-651.490
937	9.36000	-226.940
938	9.37000	268.765
939	9.38000	701.400
940	9.39000	1046.005
941	9.40000	767.977
942	9.41000	562.536
943	9.42000	406.764
944	9.43000	188.022
945	9.44000	97.912
946	9.45000	-10.226
947	9.46000	-45.139
948	9.47000	-43.940
949	9.48000	-2.462
950	9.49000	-10.829
951	9.50000	27.331
952	9.51000	-201.478
953	9.52000	-345.048
954	9.53000	-437.770
955	9.54000	-381.734
956	9.55000	-359.240
957	9.56000	-207.207
958	9.57000	-50.756
959	9.58000	85.039
960	9.59000	99.280
961	9.60000	100.327
962	9.61000	0.218
963	9.62000	-43.380
964	9.63000	10.819
965	9.64000	29.488
966	9.65000	33.330
967	9.66000	70.595
968	9.67000	76.387
969	9.68000	69.590
970	9.69000	49.534
971	9.70000	27.284
972	9.71000	-64.342
973	9.72000	-68.293
974	9.73000	-45.716
975	9.74000	252.662
976	9.75000	-430.124
977	9.76000	-322.715
978	9.77000	-162.934
979	9.78000	-5.821
980	9.79000	139.778
981	9.80000	233.060
982	9.81000	238.961
983	9.82000	357.702
984	9.83000	364.215
985	9.84000	338.892
986	9.85000	-405.345
987	9.86000	-198.722
988	9.87000	-173.470
989	9.88000	-213.824
990	9.89000	-573.922
991	9.90000	349.541
992	9.91000	252.472
993	9.92000	257.272
994	9.93000	239.809
995	9.94000	209.293
996	9.95000	130.984
997	9.96000	4.883
998	9.97000	-169.011
999	9.98000	-390.697
1000	9.99000	0.000
